 ,Mean1,XM1,YM1
1,-3501.500,223.500,107.001
2,-3504.086,223.501,107.001
3,-3506.329,223.501,107.001
4,-3503.657,223.499,107.000
5,-3505.000,223.499,106.999
6,-3503.471,223.500,107.000
7,-3503.271,223.500,107.001
8,-3505.129,223.500,107.000
9,-3506.171,223.500,107.001
10,-3506.614,223.499,107.001
11,-3506.014,223.501,106.999
12,-3503.814,223.498,106.999
13,-3503.914,223.500,106.999
14,-3504.457,223.501,107.001
15,-3505.514,223.501,107.000
16,-3505.014,223.500,107.000
17,-3505.314,223.500,106.998
18,-3504.043,223.500,106.998
19,-3505.814,223.500,107.000
20,-3504.643,223.499,107.001
21,-3505.029,223.499,107.000
22,-3506.700,223.502,107.000
23,-3505.729,223.500,106.999
24,-3504.214,223.500,106.999
25,-3504.400,223.499,107.000
26,-3505.443,223.500,107.001
27,-3504.943,223.500,107.000
28,-3505.029,223.500,106.999
29,-3505.814,223.499,106.999
30,-3504.900,223.499,107.000
31,-3504.928,223.500,107.000
32,-3502.900,223.498,106.999
33,-3506.428,223.500,107.001
34,-3507.457,223.501,107.000
35,-3506.143,223.499,106.999
36,-3504.428,223.499,106.999
37,-3505.229,223.500,107.000
38,-3506.557,223.501,107.000
39,-3505.743,223.501,107.000
40,-3509.157,223.499,107.001
41,-3505.928,223.499,107.000
42,-3503.200,223.500,106.999
43,-3504.986,223.500,107.000
44,-3504.443,223.500,106.999
45,-3506.428,223.499,107.000
46,-3507.014,223.499,107.000
47,-3507.629,223.500,106.999
48,-3505.057,223.500,106.998
49,-3504.457,223.501,107.000
50,-3505.186,223.499,107.001
51,-3506.986,223.500,107.001
52,-3505.686,223.500,107.001
53,-3508.000,223.499,107.000
54,-3506.700,223.499,106.999
55,-3505.971,223.500,107.001
56,-3505.657,223.501,107.001
57,-3507.600,223.499,107.000
58,-3506.572,223.500,107.000
59,-3507.043,223.499,106.998
60,-3504.214,223.499,107.000
61,-3504.971,223.500,106.999
62,-3506.629,223.500,107.002
63,-3505.043,223.501,107.001
64,-3507.300,223.500,107.000
65,-3506.900,223.499,106.998
66,-3505.757,223.500,106.999
67,-3504.486,223.501,107.001
68,-3504.471,223.501,107.000
69,-3508.714,223.499,107.000
70,-3506.943,223.500,107.000
71,-3506.014,223.501,107.000
72,-3506.072,223.500,107.000
73,-3504.072,223.499,107.000
74,-3506.257,223.499,107.001
75,-3506.572,223.500,107.000
76,-3507.900,223.500,107.000
77,-3506.186,223.499,106.998
78,-3504.486,223.501,106.999
79,-3503.857,223.501,107.000
80,-3504.286,223.499,106.999
81,-3506.743,223.500,107.001
82,-3508.457,223.501,107.001
83,-3033.643,223.500,106.983
84,38.900,223.597,107.192
85,47.486,223.494,106.982
86,31.743,223.544,106.938
87,32.171,223.489,106.895
88,33.286,223.516,107.077
89,33.471,223.457,106.933
90,32.514,223.411,106.854
91,34.229,223.544,107.008
