 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52
1,34.486,223.684,106.761,48.971,174.239,152.518,51.978,152.850,159.203,58.048,122.769,165.302,63.734,253.735,297.507,68.479,275.491,281.646,50.547,309.242,166.074,64.358,221.971,377.176,73.066,247.225,368.200,73.023,288.698,342.001,76.348,343.958,366.092,52.800,342.765,307.436,64.610,372.285,333.548,81.791,358.381,189.145,88.547,363.210,258.225,84.277,394.667,253.453,80.162,210.388,194.023,42.939,259.921,135.958,67.816,148.540,194.586,75.288,136.525,225.104,47.022,307.156,120.685,43.057,321.089,132.962,52.462,363.403,130.106,37.087,373.533,112.477,60.322,428.037,148.507,110.587,461.992,250.305,76.278,385.680,283.938,78.912,364.546,285.303,48.939,309.817,434.711,53.661,297.997,399.333,52.781,312.211,380.593,86.241,252.915,246.336,100.380,274.942,238.722,110.847,309.976,246.639,56.532,278.918,151.970,48.476,209.632,125.264,41.277,437.398,116.150,79.311,322.918,208.174,79.987,385.428,301.611,55.609,383.934,317.482,43.960,394.493,436.940,80.990,311.984,202.343,82.103,309.391,179.830,65.635,284.926,393.530,55.331,349.322,325.104,62.745,342.737,344.734,36.283,253.791,475.682,41.800,405.229,411.084,61.556,345.901,333.684,62.034,301.306,321.085,68.370,282.381,328.825,46.241,248.960,407.574
2,46.243,223.945,107.432,55.029,174.520,152.396,52.860,153.236,159.472,50.145,122.874,165.486,58.135,254.218,297.834,78.199,275.762,281.550,60.584,309.970,165.701,54.676,222.226,376.599,60.397,247.270,368.569,62.432,289.136,342.110,82.870,344.012,366.558,160.730,344.018,308.538,59.740,372.237,333.779,67.757,358.362,190.092,81.093,362.918,257.990,83.181,394.679,253.280,78.809,211.186,193.657,53.103,259.846,136.349,55.706,149.015,193.896,55.596,136.500,225.111,36.463,306.813,121.023,40.557,321.416,132.331,38.763,363.245,130.606,37.930,373.853,112.608,35.704,428.380,148.618,49.606,461.937,250.306,90.841,386.034,284.149,95.175,364.505,285.310,43.530,308.789,435.543,49.935,297.861,398.810,57.555,311.319,380.513,84.548,254.029,246.683,100.880,274.688,239.533,135.130,309.873,246.726,49.311,278.715,153.005,50.596,209.338,125.382,35.014,436.800,116.125,99.257,323.314,208.425,84.525,386.049,301.132,56.444,384.495,317.084,32.823,394.534,436.959,85.337,311.783,202.322,60.309,309.320,179.409,68.192,285.370,394.447,54.309,349.454,325.070,65.349,342.852,344.626,37.886,254.002,475.341,41.522,405.607,411.144,80.159,345.649,333.982,58.568,300.810,320.616,63.055,281.963,329.176,50.664,248.719,407.135
3,31.429,223.402,107.135,49.000,174.350,152.162,47.522,153.228,159.569,58.863,122.589,165.670,81.164,254.909,298.215,85.548,275.455,282.275,72.839,309.672,165.890,50.983,221.618,377.590,124.305,248.133,369.801,53.909,289.021,341.865,83.000,343.300,366.696,260.991,343.632,308.921,58.277,372.735,333.888,50.390,358.441,189.467,78.081,362.554,257.877,179.880,394.736,253.796,64.191,211.670,194.271,49.650,259.406,136.430,42.316,149.140,193.529,55.779,136.535,224.905,46.235,307.135,121.244,42.379,320.708,133.016,41.596,362.940,130.116,38.913,373.383,112.193,37.974,428.486,148.497,53.462,461.504,250.152,75.861,385.192,284.882,119.905,364.534,284.758,44.402,309.682,435.319,50.984,298.227,399.368,48.384,311.793,380.056,84.145,253.383,246.760,100.873,274.082,238.591,100.582,309.990,246.881,44.126,279.208,152.723,46.542,209.748,125.163,32.581,437.138,116.063,107.311,322.991,208.431,79.954,385.614,301.981,52.511,384.298,317.049,39.161,394.652,436.594,75.115,312.232,202.809,95.701,309.081,180.217,52.587,285.613,394.279,62.007,349.530,325.051,77.578,342.541,345.003,37.765,254.528,475.421,43.765,405.626,411.425,68.413,346.019,333.369,60.240,302.087,321.065,62.021,282.265,329.091,52.613,247.933,407.091
4,49.543,224.273,106.881,51.567,173.775,152.141,58.860,152.669,159.333,69.282,123.352,166.259,77.947,254.970,298.105,88.212,275.435,282.932,75.168,309.365,165.632,66.102,222.052,376.896,95.947,247.777,369.416,60.523,289.293,342.704,83.104,343.179,366.967,271.243,343.654,308.999,64.085,371.755,333.185,55.373,358.722,189.739,93.733,363.037,258.042,164.024,394.288,253.746,81.949,211.764,193.660,53.893,260.326,136.621,40.015,149.213,193.643,43.346,136.552,224.896,37.037,307.286,121.264,44.821,321.216,131.812,39.679,363.416,129.907,39.652,373.306,112.488,40.661,427.986,148.526,45.615,461.746,250.199,65.232,385.764,284.145,120.204,364.108,285.158,45.927,310.375,435.583,43.274,298.393,399.829,51.925,312.010,380.649,85.910,253.368,246.993,90.223,274.889,238.594,107.062,309.486,246.618,51.937,279.139,152.744,53.831,209.412,124.737,32.372,436.949,115.829,93.345,322.977,208.704,84.517,385.440,302.198,61.865,385.138,317.424,34.185,394.242,436.940,83.260,311.117,202.677,88.423,309.003,180.022,56.933,285.712,394.289,64.103,349.439,324.854,73.062,342.845,344.617,40.223,254.005,475.501,42.652,405.761,411.602,61.484,345.893,333.621,57.644,301.325,321.054,55.068,282.392,329.677,57.766,247.569,407.174
5,41.429,223.328,106.880,61.010,174.761,152.147,50.346,152.899,159.023,54.484,122.899,165.547,82.208,254.665,297.971,63.897,275.523,281.581,80.467,309.732,166.290,61.568,222.240,377.103,117.675,248.283,369.494,70.875,289.376,342.298,90.870,343.449,366.807,250.652,343.622,308.726,61.887,372.308,333.760,50.927,358.628,189.465,92.256,362.512,258.182,178.922,394.462,253.595,70.147,211.482,194.004,50.794,259.916,136.963,40.890,148.870,193.841,60.346,136.485,224.491,36.956,307.018,121.197,51.986,321.194,132.937,42.359,362.855,130.447,38.235,373.725,112.518,41.870,428.451,148.870,46.135,461.651,250.429,66.066,385.061,285.020,134.168,364.073,284.658,53.896,309.958,435.467,42.774,297.765,399.140,49.493,312.015,380.596,73.205,253.857,247.221,97.729,273.946,238.319,109.096,309.424,247.004,56.279,278.768,152.723,54.765,209.175,124.757,34.770,436.751,115.860,91.608,322.896,208.984,80.622,385.135,302.142,47.925,385.230,317.321,35.210,394.379,436.980,82.827,311.611,202.951,90.515,309.370,179.768,52.038,285.555,394.090,71.029,349.434,324.709,68.552,343.165,344.797,37.560,254.052,475.360,39.452,405.510,411.152,62.230,346.651,333.413,53.027,301.443,321.192,53.651,282.626,328.968,46.920,248.926,407.244
6,63.657,223.536,107.498,43.808,174.693,151.522,51.676,152.425,159.181,64.782,123.323,165.843,75.729,254.869,298.015,71.089,275.425,281.965,78.358,309.081,166.455,59.256,222.437,377.316,107.861,247.500,369.736,67.119,289.579,342.228,75.157,343.736,366.644,270.130,343.882,309.008,58.542,372.340,333.712,56.254,358.465,189.718,81.977,362.996,257.846,172.265,394.528,253.603,78.529,211.795,194.098,51.061,259.726,136.906,48.801,149.075,193.553,55.990,136.958,224.864,42.728,306.807,120.889,50.771,320.778,132.134,41.032,363.296,130.124,36.670,373.124,112.469,37.748,428.437,148.496,44.240,461.983,250.031,75.642,385.511,284.145,149.328,363.842,284.492,49.018,309.790,435.121,48.710,297.744,399.115,54.199,311.974,379.842,82.530,253.772,246.700,104.000,274.286,238.846,114.023,309.513,246.648,53.405,278.920,152.703,48.735,209.685,125.275,36.534,436.619,116.296,113.358,323.053,208.556,81.849,385.081,302.148,63.038,384.266,317.345,37.355,394.745,436.744,98.404,312.492,202.983,83.856,309.262,179.346,61.385,285.412,394.068,61.809,348.620,324.842,70.323,342.831,344.524,41.765,254.078,475.265,44.417,405.597,411.430,67.690,346.055,334.011,54.685,301.264,321.521,67.774,282.332,328.664,50.058,248.474,407.088
7,42.729,223.894,107.093,53.913,174.710,151.969,52.191,152.843,159.429,66.492,123.252,166.106,77.246,254.520,297.764,72.137,275.455,281.856,78.737,309.342,166.148,54.903,222.206,376.679,115.589,247.812,369.503,63.881,289.443,342.309,98.183,343.649,365.702,269.217,343.359,308.907,65.040,372.379,333.812,60.819,358.641,189.956,85.047,362.515,258.283,179.223,394.375,253.818,77.265,211.473,193.459,49.028,259.704,136.650,49.500,149.123,194.442,59.481,136.857,224.808,42.441,307.268,120.989,55.636,320.434,132.255,39.994,363.273,129.832,47.487,373.494,112.925,38.974,428.519,148.500,48.135,461.599,250.354,73.623,385.457,284.472,121.504,364.116,284.667,49.268,309.998,435.578,45.468,297.870,399.579,50.863,311.770,380.872,95.753,253.466,246.941,103.259,274.964,238.750,130.559,309.138,246.983,45.526,279.258,152.470,46.386,209.300,125.108,36.331,437.215,116.068,116.676,323.092,208.644,83.042,385.268,301.683,61.301,384.704,317.109,33.476,394.355,436.688,81.269,311.932,202.989,75.536,310.191,179.125,58.548,285.446,394.376,61.728,349.222,324.763,79.349,342.795,344.029,35.711,253.989,475.757,46.217,405.044,411.218,67.143,346.520,333.854,72.616,301.476,320.990,54.034,282.207,329.621,53.832,248.580,407.355
8,51.971,224.114,107.698,48.654,174.456,152.478,50.721,152.825,159.159,67.113,123.224,165.732,80.010,254.926,298.349,77.637,275.766,282.384,71.642,309.309,165.724,62.585,221.549,377.121,101.808,248.184,369.498,64.722,289.114,342.645,83.583,344.140,366.432,297.113,343.278,308.974,66.723,372.621,333.927,56.486,358.388,189.118,82.930,362.715,258.048,178.235,394.454,253.687,89.654,211.517,194.015,63.939,260.010,136.398,44.919,149.389,193.860,59.490,136.669,225.017,39.507,307.574,121.084,46.050,320.876,132.757,42.288,363.387,130.359,37.922,373.846,112.345,39.887,427.886,148.475,46.913,461.810,249.992,64.669,385.702,284.261,112.219,364.080,284.530,45.134,309.682,435.696,59.782,298.105,399.008,53.390,312.551,380.498,83.428,253.409,246.999,87.482,274.060,239.026,110.198,309.880,247.305,53.784,279.975,152.430,50.175,209.440,125.106,36.703,436.735,116.182,103.155,323.478,208.345,84.319,385.584,302.401,53.534,384.600,317.814,34.363,394.932,436.850,67.442,311.740,202.827,87.289,310.064,179.740,43.163,285.500,394.030,55.985,348.960,324.997,66.224,343.056,344.454,37.373,253.741,475.484,40.791,405.942,411.054,64.206,346.284,333.946,55.075,301.014,320.852,60.692,282.808,328.962,65.095,247.814,406.940
9,55.586,224.423,107.825,58.240,174.727,152.266,63.684,152.894,159.109,68.161,123.528,165.911,85.203,254.634,297.840,63.795,275.517,282.223,80.504,309.574,165.936,56.415,222.020,377.116,109.470,247.823,369.661,61.722,289.444,342.630,97.948,343.472,367.043,266.626,343.390,309.010,64.989,372.422,333.656,53.977,358.568,189.716,90.616,362.463,258.223,147.036,394.395,253.667,80.971,211.616,193.988,49.827,260.613,136.829,45.243,148.743,193.710,57.779,136.317,225.297,43.588,306.946,121.080,45.957,321.199,132.854,43.481,362.830,129.892,45.070,373.027,112.530,39.643,428.773,148.550,52.760,461.569,249.734,69.675,385.860,284.192,123.431,364.019,284.400,45.598,309.908,435.946,55.815,297.759,399.472,43.068,312.259,380.402,73.325,253.568,247.112,106.133,274.122,238.577,118.294,309.566,246.931,57.379,279.328,153.417,51.446,209.780,124.910,34.716,436.931,116.028,85.919,322.933,208.737,83.870,385.329,301.977,53.820,384.431,317.252,35.605,394.329,436.871,109.029,312.091,202.335,85.062,309.559,179.412,58.875,285.224,393.628,50.169,349.253,324.640,74.911,342.769,344.591,42.916,253.976,475.816,39.800,405.618,411.661,56.984,345.740,333.396,69.233,301.929,320.752,70.021,282.094,328.760,55.701,248.505,407.362
10,60.843,224.148,107.570,61.163,174.382,151.770,47.426,152.474,159.483,64.661,123.276,166.107,84.961,255.201,297.961,69.137,275.514,281.702,82.095,309.986,165.704,59.398,222.265,376.745,96.291,247.910,369.509,57.114,289.052,342.291,63.913,343.330,366.096,295.643,343.831,309.040,71.977,372.474,334.218,55.220,358.699,189.596,90.000,362.284,257.610,182.916,394.393,253.693,88.051,211.352,193.420,53.724,260.646,136.711,48.816,149.280,193.657,58.779,136.529,224.873,36.588,307.309,120.905,53.507,320.770,133.123,42.744,362.534,129.999,46.183,373.321,112.763,37.400,428.861,148.938,50.144,461.879,250.033,73.291,385.635,284.248,123.540,364.025,284.538,51.104,309.214,434.970,49.726,298.204,399.657,47.753,312.501,380.372,77.151,253.918,246.726,90.880,274.224,238.805,125.480,309.541,246.724,49.353,278.719,152.724,57.006,209.263,125.118,35.507,437.152,115.956,107.270,323.041,208.606,88.777,385.628,301.800,50.459,384.305,317.288,35.177,394.505,437.177,81.029,312.419,202.655,92.082,309.822,179.919,46.019,285.804,394.060,55.103,348.657,325.348,84.995,343.020,344.503,36.560,254.276,475.653,37.209,405.666,411.689,63.357,346.331,333.441,63.507,301.498,320.888,54.678,282.561,329.089,47.891,248.677,407.638
