 ,Mean1,XM1,YM1
1,-3506.057,223.500,107.000
2,-3504.614,223.501,107.000
3,-3503.471,223.500,106.999
4,-3505.657,223.500,106.999
5,-3505.029,223.501,107.000
6,-3506.614,223.500,106.999
7,-3506.886,223.500,106.999
8,-3504.072,223.499,107.000
9,-3503.014,223.498,107.001
10,-3503.414,223.499,107.000
11,-3504.986,223.498,107.001
12,-3506.114,223.501,106.999
13,-3506.714,223.499,107.000
14,-3505.643,223.499,106.999
15,-3504.200,223.500,107.000
16,-3502.986,223.500,107.000
17,-3504.957,223.500,107.001
18,-3505.914,223.500,107.000
19,-3506.800,223.501,107.000
20,-3505.572,223.500,106.999
21,-3503.586,223.500,107.000
22,-3506.514,223.502,107.001
23,-3505.714,223.499,107.000
24,-3507.400,223.501,107.001
25,-3507.014,223.500,106.999
26,-3503.814,223.500,106.998
27,-3505.714,223.500,107.000
28,-3503.586,223.499,107.000
29,-3506.857,223.500,107.000
30,-3506.414,223.500,107.001
31,-3505.800,223.500,106.999
32,-3506.143,223.501,106.999
33,-3506.572,223.501,106.999
34,-3506.357,223.499,107.001
35,-3507.057,223.500,107.001
36,-3507.586,223.501,107.001
37,-3506.743,223.500,106.999
38,-3505.700,223.500,106.999
39,-3505.643,223.500,106.999
40,-3505.243,223.501,107.000
41,-3506.300,223.500,107.001
42,-3506.729,223.501,107.000
43,-3506.643,223.500,106.998
44,-3504.600,223.500,107.000
45,-3504.657,223.500,107.000
46,-3506.243,223.501,107.000
47,-3506.500,223.499,107.001
48,-3507.886,223.501,107.000
49,-3507.671,223.500,106.999
50,-3506.714,223.499,106.999
51,-3505.557,223.501,106.999
52,-3507.428,223.500,107.001
53,-3506.900,223.501,107.001
54,-3509.886,223.501,107.000
55,-3505.529,223.499,106.999
56,-3507.500,223.499,106.998
57,-3504.943,223.500,107.000
58,-3504.600,223.499,107.000
59,-3506.629,223.500,107.001
60,-3507.543,223.500,107.000
61,-3507.214,223.501,107.000
62,-3506.072,223.501,107.000
63,-3506.443,223.500,107.000
64,-3507.114,223.500,107.000
65,-3505.486,223.499,107.000
66,-3507.829,223.501,107.001
67,-3507.129,223.500,106.999
68,-3504.829,223.499,107.000
69,-3506.857,223.500,107.001
70,-3506.414,223.500,107.000
71,-3506.986,223.500,107.000
72,-3507.800,223.500,106.999
73,-3505.371,223.500,106.999
74,-3503.886,223.500,107.000
75,-3503.486,223.499,107.000
76,-3505.986,223.500,106.999
77,-3507.514,223.500,107.001
78,-3507.686,223.500,107.000
79,-3504.857,223.500,106.999
80,-3505.428,223.500,107.000
81,-3505.229,223.501,106.999
82,-3503.971,223.499,107.000
83,-2697.643,223.500,106.979
84,46.800,223.528,106.963
85,47.957,223.558,106.936
86,30.771,223.487,107.065
87,31.486,223.541,106.931
88,32.914,223.450,106.960
89,32.057,223.403,107.029
90,34.129,223.488,107.017
91,32.029,223.414,106.928
92,32.257,223.433,107.046
93,32.943,223.474,106.979
94,33.143,223.478,107.083
95,33.457,223.305,107.202
96,32.429,223.370,106.993
97,32.786,223.560,107.039
98,33.114,223.476,107.013
99,31.843,223.465,106.897
100,32.286,223.423,106.945
101,33.271,223.583,107.028
102,33.943,223.613,106.941
103,34.457,223.517,106.955
104,33.729,223.550,107.080
105,33.514,223.403,106.913
106,33.614,223.426,106.866
107,32.943,223.517,106.980
108,34.629,223.575,107.005
109,32.543,223.435,106.990
110,32.714,223.562,107.112
111,32.443,223.498,107.068
112,32.514,223.568,106.957
113,33.357,223.348,106.953
114,33.529,223.396,106.950
115,31.557,223.410,106.944
116,32.014,223.536,107.054
117,34.100,223.518,107.045
118,32.229,223.584,106.959
119,33.700,223.453,106.962
120,33.429,223.579,106.977
121,34.143,223.488,107.019
122,32.814,223.496,106.963
123,34.257,223.517,106.972
124,33.586,223.457,106.980
125,32.000,223.442,106.968
126,34.043,223.533,107.046
127,32.229,223.370,106.971
128,35.500,223.486,107.051
129,33.071,223.527,106.939
130,32.357,223.485,106.966
131,33.029,223.443,107.066
132,34.143,223.568,106.881
133,33.000,223.456,107.003
134,31.900,223.501,107.108
135,34.043,223.504,106.973
136,35.157,223.472,106.912
137,33.200,223.534,107.016
138,34.700,223.543,107.041
139,34.443,223.529,107.041
140,33.857,223.605,107.072
141,33.929,223.546,106.947
142,33.686,223.620,106.957
143,31.771,223.571,106.889
144,32.986,223.590,107.088
145,32.243,223.533,106.971
146,32.929,223.414,106.982
147,33.500,223.458,107.013
148,32.357,223.587,107.006
149,33.671,223.488,106.959
150,33.486,223.521,106.944
151,33.371,223.528,106.890
152,34.671,223.515,107.003
153,34.700,223.563,106.978
154,34.100,223.596,107.002
155,33.671,223.589,106.987
156,32.600,223.471,106.991
157,34.757,223.571,107.047
158,35.629,223.479,107.034
159,34.943,223.504,107.044
160,33.729,223.459,107.042
161,31.243,223.420,107.002
162,34.014,223.532,106.986
163,31.971,223.352,107.084
164,34.343,223.431,107.123
165,35.129,223.492,106.995
166,34.871,223.560,106.991
167,33.086,223.425,106.947
168,34.714,223.493,106.993
169,34.357,223.559,107.013
170,33.843,223.505,106.968
171,33.014,223.474,107.049
172,33.329,223.576,107.022
173,32.757,223.483,107.073
174,34.643,223.404,106.989
175,34.471,223.540,106.978
176,32.329,223.440,107.034
177,33.514,223.440,107.007
178,34.629,223.511,106.962
179,33.743,223.456,107.162
180,35.186,223.508,107.049
181,34.843,223.398,107.075
182,35.300,223.532,106.994
183,34.129,223.521,106.954
184,32.700,223.486,107.099
185,34.100,223.436,107.028
186,33.157,223.450,107.090
187,32.429,223.385,106.930
188,33.657,223.571,106.851
189,33.829,223.588,106.940
190,32.486,223.307,107.070
191,34.071,223.447,107.036
192,34.114,223.455,107.034
193,33.914,223.435,107.053
194,33.686,223.502,106.956
195,33.929,223.559,106.953
196,35.514,223.539,107.005
197,33.629,223.563,106.967
198,33.714,223.463,107.057
199,33.386,223.450,107.043
200,32.800,223.426,107.025
201,33.971,223.566,106.915
202,32.057,223.480,106.847
203,31.243,223.543,106.941
204,33.514,223.563,107.128
205,33.986,223.489,106.998
206,33.486,223.505,106.929
207,33.757,223.583,106.982
208,33.957,223.367,107.190
209,32.357,223.427,107.041
210,35.986,223.482,106.915
211,34.457,223.495,106.987
212,31.386,223.462,106.935
213,34.586,223.393,107.004
214,32.286,223.502,106.820
215,33.586,223.452,106.977
216,34.043,223.609,106.974
217,33.857,223.541,107.042
218,33.071,223.394,106.972
219,32.200,223.512,106.973
220,33.414,223.480,107.012
221,34.257,223.556,107.000
222,33.700,223.528,107.061
223,33.229,223.418,106.897
224,33.157,223.463,106.998
225,34.171,223.441,106.979
226,33.471,223.468,107.019
227,34.014,223.550,107.062
228,34.000,223.495,106.958
229,34.271,223.574,107.013
230,32.929,223.487,107.004
231,33.771,223.430,106.992
232,34.143,223.546,106.918
233,33.214,223.437,107.102
234,34.143,223.603,106.998
235,32.971,223.563,107.011
236,34.386,223.467,107.059
237,34.086,223.421,107.073
238,32.600,223.442,106.916
239,32.429,223.489,106.985
240,33.771,223.431,106.917
241,33.443,223.400,107.042
242,34.043,223.485,106.920
243,34.114,223.557,107.099
244,34.900,223.477,107.079
245,34.343,223.542,107.034
246,34.486,223.481,107.013
247,32.914,223.394,106.898
248,33.457,223.411,107.069
249,33.014,223.522,106.995
250,33.929,223.513,107.013
251,32.571,223.505,106.935
252,34.286,223.417,107.010
253,31.971,223.522,107.013
254,32.700,223.576,107.039
255,34.486,223.499,106.960
256,32.814,223.556,107.025
257,32.171,223.398,107.000
258,33.386,223.427,107.043
259,33.314,223.391,106.980
260,34.843,223.623,106.980
261,33.443,223.438,107.034
262,33.229,223.368,106.958
263,33.700,223.503,106.851
264,33.143,223.593,107.028
265,33.100,223.421,106.920
266,32.857,223.508,107.066
267,32.714,223.439,106.988
268,33.643,223.484,107.102
269,32.500,223.537,107.028
270,33.271,223.445,106.982
271,32.943,223.479,106.992
272,33.800,223.334,106.979
273,32.886,223.409,107.058
274,34.371,223.536,107.058
275,34.529,223.519,107.111
276,34.143,223.519,107.012
277,34.743,223.400,107.058
278,33.414,223.488,107.033
279,34.400,223.535,106.828
280,34.171,223.483,107.090
281,32.543,223.340,107.083
282,32.986,223.512,106.985
283,33.786,223.605,106.925
284,34.314,223.506,106.905
285,33.529,223.596,106.966
286,33.057,223.521,106.998
287,33.586,223.511,107.042
288,33.814,223.571,106.967
289,34.514,223.566,106.986
290,34.657,223.400,106.968
291,34.557,223.412,106.909
292,33.071,223.406,106.975
293,34.257,223.453,107.012
294,33.500,223.553,106.964
295,32.900,223.579,106.987
296,33.286,223.445,107.005
297,35.443,223.536,106.954
298,32.371,223.443,107.011
299,32.986,223.527,106.937
300,34.743,223.712,107.063
301,33.300,223.369,106.924
302,33.071,223.394,107.040
303,34.129,223.509,106.970
304,33.900,223.564,107.010
305,34.829,223.567,106.945
306,34.586,223.474,107.002
307,33.414,223.547,107.053
308,33.929,223.542,106.981
