 ,Mean1,XM1,YM1
1,-3502.600,223.501,107.000
2,-3504.914,223.499,107.000
3,-3504.557,223.500,107.000
4,-3503.286,223.500,107.000
5,-3504.371,223.500,107.001
6,-3503.729,223.500,107.001
7,-3506.857,223.500,107.000
8,-3504.214,223.499,106.999
9,-3505.286,223.500,107.000
10,-3505.057,223.499,106.999
11,-3502.400,223.500,107.001
12,-3503.171,223.500,107.000
13,-3508.543,223.500,107.001
14,-3506.829,223.500,107.000
15,-3506.743,223.499,107.000
16,-3505.400,223.500,106.999
17,-3504.529,223.500,106.999
18,-3505.143,223.500,107.001
19,-3506.428,223.501,107.000
20,-3506.657,223.501,106.999
21,-3504.814,223.500,107.000
22,-3506.086,223.499,107.000
23,-3504.057,223.500,107.001
24,-3504.443,223.499,107.001
25,-3506.886,223.499,107.002
26,-3507.529,223.501,107.000
27,-3505.457,223.500,106.999
28,-3504.900,223.501,106.999
29,-3504.014,223.499,106.999
30,-3506.057,223.499,107.001
31,-3508.743,223.500,107.000
32,-3507.657,223.500,107.000
33,-3507.729,223.500,107.000
34,-3503.971,223.500,107.000
35,-3505.900,223.500,107.001
36,-3505.829,223.500,107.000
37,-3507.086,223.500,107.000
38,-3505.629,223.500,106.999
39,-3504.129,223.501,107.000
40,-3504.914,223.499,107.000
41,-3505.657,223.499,107.000
42,-3505.914,223.500,107.001
43,-3507.143,223.501,107.000
44,-3508.214,223.501,106.999
45,-3507.186,223.499,107.000
46,-3505.357,223.499,107.001
47,-3506.100,223.500,107.000
48,-3506.786,223.501,107.001
49,-3507.714,223.500,107.000
50,-3507.414,223.500,107.000
51,-3506.400,223.499,106.999
52,-3506.157,223.501,106.999
53,-3505.086,223.499,107.000
54,-3506.471,223.501,107.000
55,-3505.229,223.500,107.001
56,-3507.257,223.500,107.000
57,-3506.314,223.499,107.000
58,-3505.814,223.502,107.001
59,-3504.443,223.501,107.001
60,-3505.814,223.500,107.000
61,-3508.200,223.499,107.001
62,-3508.343,223.500,106.999
63,-3506.186,223.501,107.000
