 ,Mean1,XM1,YM1
1,-3501.457,223.501,107.000
2,-3503.000,223.499,107.002
3,-3502.986,223.499,107.002
4,-3503.500,223.500,107.000
5,-3504.343,223.501,106.998
6,-3503.257,223.502,107.000
7,-3503.043,223.499,107.000
8,-3504.100,223.501,106.999
9,-3505.686,223.500,107.000
10,-3506.414,223.500,107.000
11,-3504.371,223.502,107.001
12,-3504.557,223.499,107.000
13,-3505.286,223.500,107.000
14,-3503.686,223.500,106.999
15,-3506.757,223.501,107.000
16,-3506.757,223.500,107.000
17,-3506.700,223.501,106.999
18,-3504.471,223.499,106.999
19,-3503.514,223.499,107.000
20,-3503.700,223.500,107.002
21,-3506.329,223.500,107.001
22,-3506.729,223.500,107.000
23,-3506.229,223.500,106.999
24,-3504.286,223.500,107.000
25,-3504.971,223.499,107.000
26,-3505.928,223.500,107.000
27,-3506.529,223.500,107.002
28,-3506.572,223.501,106.999
29,-3505.314,223.500,106.999
30,-3504.928,223.500,107.000
31,-3504.386,223.500,107.000
32,-3504.686,223.500,107.000
33,-3506.871,223.499,107.001
34,-3506.800,223.500,107.001
35,-3505.971,223.501,106.999
36,-3505.928,223.500,106.999
37,-3506.343,223.499,107.001
38,-3505.572,223.500,107.000
39,-3505.200,223.500,107.000
40,-3507.200,223.500,107.000
41,-3503.857,223.499,106.999
42,-3506.143,223.500,106.999
43,-3503.114,223.502,106.999
44,-3504.843,223.500,107.000
45,-3505.029,223.500,107.000
46,-3506.043,223.501,107.000
47,-3507.386,223.499,106.999
48,-3504.114,223.501,106.999
49,-3504.814,223.500,106.999
50,-3505.214,223.501,107.001
51,-3507.686,223.499,107.000
52,-3506.600,223.500,107.001
53,-3504.629,223.500,106.999
54,-3507.114,223.501,106.999
55,-3502.943,223.500,107.001
56,-3503.486,223.501,107.000
57,-3504.800,223.500,107.002
58,-3506.914,223.499,107.000
59,-3505.371,223.501,107.000
60,-3505.557,223.500,106.999
61,-3504.086,223.500,106.999
62,-3507.943,223.500,107.001
63,-3504.471,223.500,107.000
64,-3506.000,223.500,106.999
65,-3505.314,223.501,107.000
66,-3506.786,223.499,106.998
67,-3503.572,223.500,106.999
68,-3504.643,223.500,107.000
69,-3506.500,223.500,107.001
70,-3507.300,223.500,107.001
71,-3505.928,223.500,107.000
72,-3503.871,223.500,107.000
73,-3503.928,223.500,107.000
74,-3503.829,223.499,107.000
75,-3505.986,223.499,107.000
76,-3507.257,223.501,107.000
77,-3505.400,223.500,107.001
78,-3505.829,223.499,106.999
79,-3504.428,223.501,106.999
80,-3505.143,223.500,107.000
81,-3505.843,223.500,107.001
82,-3507.357,223.500,107.000
83,-3507.843,223.499,106.999
84,-97.100,223.471,106.883
85,47.643,223.416,106.977
86,34.029,223.505,106.973
87,32.186,223.465,107.139
88,33.086,223.582,106.922
89,34.014,223.486,106.987
90,33.586,223.386,106.981
91,34.414,223.437,106.945
92,33.400,223.442,107.005
93,32.557,223.599,107.120
94,34.257,223.552,107.063
95,33.043,223.626,107.116
96,33.100,223.562,106.863
97,32.029,223.458,107.009
98,35.057,223.515,107.026
99,33.386,223.574,107.120
100,32.571,223.578,106.960
101,32.943,223.516,107.084
102,33.957,223.459,107.064
103,34.957,223.404,107.018
104,33.843,223.463,107.035
105,33.500,223.416,107.107
106,34.357,223.563,107.152
107,33.043,223.552,107.039
108,33.857,223.441,106.952
109,33.614,223.464,106.902
110,33.543,223.452,107.025
111,33.843,223.504,107.093
112,32.229,223.403,106.930
113,36.329,223.544,107.069
114,32.700,223.452,107.068
115,33.686,223.391,107.176
116,34.871,223.432,107.153
117,35.271,223.454,106.952
118,34.943,223.608,107.030
119,34.214,223.462,106.979
120,33.443,223.450,107.039
121,34.143,223.484,107.040
122,33.400,223.448,106.949
123,34.586,223.619,107.077
124,34.686,223.371,106.895
125,35.229,223.532,106.999
126,33.914,223.550,106.959
127,33.057,223.468,106.990
128,32.729,223.617,106.999
129,32.871,223.486,107.064
130,34.686,223.467,107.166
131,34.071,223.468,106.970
132,34.771,223.495,107.072
133,34.814,223.578,107.015
