 ,Mean1,XM1,YM1
1,-3503.014,223.499,106.999
2,-3502.786,223.501,107.000
3,-3504.043,223.499,107.000
4,-3504.357,223.501,107.001
5,-3505.143,223.500,107.001
6,-3507.428,223.500,107.001
7,-3505.800,223.499,107.000
8,-3504.971,223.501,106.998
9,-3505.143,223.501,107.000
10,-3505.329,223.499,106.999
11,-3505.000,223.501,107.001
12,-3506.114,223.500,107.001
13,-3505.543,223.500,107.001
14,-3508.357,223.499,107.000
15,-3504.986,223.501,106.999
16,-3504.928,223.498,106.999
17,-3506.157,223.500,106.999
18,-3507.443,223.501,107.000
19,-3507.514,223.500,107.001
20,-3507.914,223.501,107.000
21,-3507.714,223.500,107.000
22,-3507.114,223.500,106.999
23,-3504.914,223.501,106.999
24,-3505.729,223.499,107.000
25,-3505.343,223.500,107.001
26,-3505.986,223.500,107.001
27,-3507.271,223.499,107.001
28,-3507.343,223.500,107.000
29,-3505.414,223.501,106.999
30,-3505.714,223.499,107.000
31,-3505.343,223.499,106.999
32,-3506.857,223.501,107.001
33,-3507.186,223.499,107.001
34,-3506.986,223.500,107.001
35,-3508.543,223.500,107.000
36,-3507.114,223.500,107.000
37,-3503.557,223.501,107.000
38,-3505.986,223.500,107.000
39,-3504.586,223.499,107.001
40,-3506.214,223.501,107.001
41,-3506.900,223.499,106.999
42,-3507.329,223.499,107.000
43,-3506.471,223.500,107.001
44,-3506.771,223.500,106.999
45,-3504.700,223.499,107.001
46,-3505.986,223.500,107.002
47,-3506.971,223.500,107.001
48,-3508.314,223.500,107.000
49,-3508.471,223.500,107.000
50,-3507.171,223.500,107.000
51,-3505.057,223.500,106.999
52,-3508.357,223.500,107.001
53,-3506.971,223.501,107.000
54,-3508.329,223.501,107.000
55,-3508.814,223.500,107.000
56,-3506.357,223.500,106.999
57,-3505.614,223.500,106.999
58,-3504.600,223.500,106.999
59,-3504.757,223.499,107.000
60,-3506.557,223.499,107.001
61,-3506.200,223.500,107.001
62,-3508.500,223.500,107.000
63,-3506.143,223.499,106.999
64,-3506.200,223.498,107.000
65,-3505.729,223.500,107.000
66,-3507.114,223.500,107.000
67,-3506.343,223.501,107.001
68,-3506.300,223.500,107.002
69,-3507.100,223.501,107.002
70,-3506.143,223.500,106.999
71,-3507.086,223.500,107.000
72,-3505.471,223.499,106.999
73,-3505.814,223.500,107.000
74,-3505.643,223.499,107.001
75,-3508.186,223.499,107.001
76,-3509.743,223.501,107.000
77,-3506.971,223.501,107.000
78,-3505.114,223.500,107.000
79,-3505.886,223.500,107.000
80,-3507.014,223.500,107.001
81,-3505.814,223.500,107.000
82,-3507.572,223.500,107.000
83,-3508.086,223.500,106.999
84,-1821.529,223.502,106.971
85,48.657,223.510,107.086
86,47.000,223.455,106.960
87,32.486,223.661,107.036
88,33.400,223.532,107.106
89,32.443,223.513,107.008
90,33.929,223.470,107.035
91,32.971,223.540,106.916
92,34.771,223.468,107.104
93,32.343,223.406,107.016
94,34.343,223.465,107.046
95,32.471,223.430,106.994
96,32.057,223.537,107.031
97,33.743,223.524,106.963
98,32.800,223.491,106.873
99,32.543,223.552,107.028
100,32.357,223.346,107.017
101,33.600,223.485,107.153
102,34.514,223.439,107.060
103,32.786,223.422,107.049
104,33.900,223.424,106.945
105,33.786,223.429,107.071
106,34.086,223.463,106.948
107,33.314,223.535,106.973
108,33.157,223.464,106.975
109,34.143,223.415,107.057
110,34.143,223.531,107.035
111,34.529,223.482,106.957
112,33.229,223.481,106.909
113,33.829,223.558,106.979
114,33.043,223.529,107.073
115,33.771,223.420,107.024
116,33.771,223.533,106.957
117,33.914,223.640,106.947
118,32.343,223.445,107.022
119,34.986,223.451,106.932
120,34.214,223.455,106.942
121,33.514,223.495,107.025
122,33.400,223.547,107.040
123,33.786,223.527,107.026
124,33.571,223.639,107.041
125,33.886,223.480,106.977
126,32.500,223.551,107.147
127,33.257,223.517,107.019
128,32.471,223.539,106.819
129,33.429,223.457,107.001
130,33.057,223.379,107.035
131,33.243,223.528,107.157
132,33.371,223.425,106.961
133,32.700,223.606,107.025
134,33.557,223.430,107.048
135,35.557,223.557,107.037
136,34.771,223.392,106.920
137,33.114,223.586,107.053
138,33.357,223.393,106.957
139,34.514,223.577,107.004
140,34.043,223.409,106.933
141,34.757,223.511,107.111
142,35.157,223.433,107.083
143,35.586,223.480,107.013
144,34.386,223.456,106.998
145,32.586,223.440,106.995
146,33.143,223.464,107.067
147,33.014,223.514,107.018
148,33.643,223.553,106.986
149,32.329,223.500,106.989
150,33.129,223.559,106.983
151,33.957,223.508,107.015
152,35.243,223.495,106.980
153,33.229,223.545,106.986
154,36.800,223.501,107.035
155,34.214,223.455,106.977
156,34.643,223.408,107.105
157,31.257,223.490,107.065
158,33.029,223.552,107.173
159,34.471,223.452,107.096
160,33.386,223.512,106.924
161,33.514,223.462,107.067
162,33.514,223.468,107.038
163,33.429,223.474,106.906
164,34.443,223.417,107.033
165,33.386,223.427,107.069
166,33.714,223.499,107.076
167,33.886,223.510,107.030
168,35.471,223.500,106.934
169,34.100,223.544,107.136
170,33.829,223.400,107.049
171,33.486,223.481,107.097
172,33.986,223.477,107.085
173,33.229,223.499,107.065
174,33.386,223.636,106.936
175,34.143,223.503,107.037
176,32.657,223.454,106.948
177,32.829,223.523,107.108
178,32.900,223.466,107.046
179,33.614,223.503,106.994
180,31.114,223.406,106.976
181,33.100,223.626,106.952
182,33.571,223.522,107.029
183,33.500,223.572,107.016
184,33.857,223.537,107.011
185,33.871,223.488,107.023
186,34.400,223.481,107.068
187,33.157,223.450,106.946
188,34.014,223.434,107.018
189,35.500,223.427,106.915
190,34.486,223.523,106.969
191,33.514,223.352,106.941
192,32.957,223.500,107.013
193,34.000,223.471,107.076
194,34.800,223.615,107.011
195,33.400,223.484,106.992
196,33.471,223.518,106.992
197,33.957,223.422,107.061
198,35.086,223.472,107.015
199,34.800,223.596,107.002
200,31.186,223.497,106.952
201,35.014,223.472,106.928
202,35.043,223.526,107.147
203,32.314,223.557,107.072
204,33.214,223.404,107.139
205,33.871,223.524,106.969
206,33.986,223.502,107.024
207,33.857,223.504,106.988
208,34.029,223.552,106.924
209,32.900,223.391,106.998
210,33.229,223.515,107.052
211,32.700,223.330,106.952
212,33.400,223.466,106.958
213,34.314,223.534,106.920
214,34.543,223.449,107.013
215,34.114,223.392,107.070
216,33.857,223.514,106.977
217,32.800,223.514,107.003
218,34.686,223.518,107.043
219,34.314,223.505,107.023
220,34.129,223.556,106.968
221,35.157,223.417,107.065
222,32.429,223.459,107.018
223,33.457,223.529,107.072
224,33.600,223.476,106.884
225,33.186,223.486,107.005
226,33.843,223.446,107.074
227,34.357,223.533,107.036
228,33.086,223.452,106.976
229,32.329,223.511,107.092
230,34.271,223.449,106.990
231,33.514,223.480,106.860
232,32.643,223.391,107.022
233,33.214,223.602,107.124
234,32.114,223.395,106.980
235,33.986,223.550,106.963
236,34.100,223.394,106.992
237,33.986,223.476,106.954
238,33.771,223.532,107.081
239,32.886,223.497,107.235
240,33.829,223.469,107.064
241,31.671,223.395,106.985
242,32.771,223.639,106.936
243,34.386,223.599,107.049
244,34.614,223.477,107.005
245,34.171,223.400,106.954
246,33.671,223.542,106.994
247,32.771,223.579,107.044
248,34.300,223.533,106.929
249,33.886,223.514,107.012
250,34.229,223.418,106.984
251,33.243,223.513,106.997
252,35.100,223.494,107.006
253,32.629,223.434,106.884
254,34.100,223.409,107.129
255,35.529,223.515,107.042
256,32.986,223.522,106.943
257,32.557,223.348,107.025
258,32.729,223.519,106.942
259,32.186,223.473,106.993
260,32.414,223.488,107.123
261,33.129,223.535,106.941
262,33.114,223.428,107.006
263,33.971,223.511,106.921
264,32.900,223.514,106.810
265,32.886,223.479,106.894
266,32.114,223.579,106.949
267,33.257,223.500,107.044
268,32.729,223.548,106.990
269,33.014,223.358,107.021
270,32.729,223.527,106.976
271,33.671,223.520,107.001
272,32.300,223.493,106.990
273,32.271,223.485,107.009
274,33.771,223.623,107.121
275,32.771,223.379,107.033
276,33.414,223.491,106.953
277,32.800,223.582,106.911
278,33.957,223.540,107.027
279,32.843,223.428,106.985
280,32.400,223.430,107.064
281,33.143,223.522,107.094
282,33.329,223.390,106.936
283,34.286,223.628,107.014
284,34.171,223.514,107.000
285,34.100,223.497,106.853
286,32.371,223.480,107.086
287,33.300,223.464,107.063
288,33.671,223.523,106.884
289,34.171,223.469,106.979
290,32.843,223.546,106.982
291,33.286,223.570,107.058
292,33.600,223.500,107.055
293,34.086,223.619,106.958
294,32.643,223.546,106.951
295,34.414,223.499,107.047
296,35.286,223.474,107.053
297,34.900,223.453,106.961
298,34.443,223.423,106.916
299,34.971,223.520,106.996
300,34.986,223.549,106.912
301,33.414,223.439,107.017
302,34.357,223.550,106.939
303,33.786,223.520,106.948
304,34.529,223.557,106.983
305,32.143,223.647,107.076
306,33.343,223.551,107.027
307,33.700,223.456,106.977
308,34.129,223.515,106.989
309,33.986,223.509,106.945
310,33.643,223.492,107.061
311,34.700,223.575,107.043
312,33.214,223.562,107.019
313,35.729,223.510,106.912
314,34.871,223.515,106.957
315,33.371,223.450,107.039
316,33.729,223.516,106.959
317,33.571,223.421,107.034
318,33.129,223.550,106.952
319,35.171,223.632,106.974
320,33.614,223.543,106.883
321,33.457,223.499,106.924
322,33.557,223.535,107.098
323,35.057,223.546,106.901
324,32.943,223.466,106.890
325,32.614,223.465,107.100
326,34.643,223.480,107.052
327,33.086,223.591,106.956
328,34.214,223.547,106.971
329,33.129,223.533,107.014
330,33.843,223.543,107.025
331,33.943,223.465,106.918
332,33.343,223.398,107.045
333,34.057,223.501,107.005
334,34.157,223.625,107.001
335,33.357,223.399,107.070
336,31.414,223.639,106.963
337,35.386,223.357,106.995
338,33.514,223.613,106.873
339,33.957,223.498,106.914
340,32.486,223.452,106.996
341,33.429,223.539,107.009
342,32.886,223.515,107.034
343,33.057,223.419,106.936
344,31.929,223.425,107.059
345,33.443,223.512,106.866
346,31.843,223.516,107.117
347,32.614,223.640,106.996
348,33.014,223.576,106.953
349,32.886,223.472,107.055
350,33.914,223.441,106.960
351,31.814,223.579,106.935
352,34.486,223.510,106.964
353,31.857,223.395,107.093
354,34.257,223.498,106.954
355,33.071,223.502,107.004
356,32.671,223.474,106.985
357,33.014,223.573,107.035
358,33.657,223.480,106.865
359,32.686,223.356,106.933
360,33.271,223.546,106.977
361,32.786,223.439,106.983
362,32.129,223.495,107.084
363,33.271,223.337,107.014
364,32.386,223.529,106.941
365,34.057,223.595,107.021
366,33.914,223.626,107.006
367,33.657,223.526,107.122
368,32.086,223.685,107.077
369,33.643,223.519,106.966
370,32.114,223.422,106.909
371,32.629,223.559,106.979
372,32.686,223.479,107.004
373,32.629,223.525,106.990
374,33.400,223.410,106.996
375,33.257,223.408,107.036
