 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52
1,31.386,223.279,107.033,48.644,174.209,152.113,54.162,153.020,158.936,50.726,123.182,165.709,59.169,254.501,296.854,61.418,275.114,282.021,43.328,309.764,165.551,50.267,222.309,376.723,55.636,247.371,368.489,54.045,289.307,341.536,64.878,343.689,365.886,66.617,343.805,307.358,53.638,372.485,333.284,56.791,358.628,190.288,72.291,362.589,257.964,67.343,394.819,253.662,58.684,210.815,193.655,41.836,259.827,136.560,54.610,148.728,194.459,48.606,136.199,224.823,38.382,306.836,121.309,42.979,320.774,132.331,44.987,363.233,129.975,37.148,373.773,112.620,42.357,428.210,148.466,59.827,461.464,250.441,69.921,385.172,284.854,69.234,364.109,285.346,42.970,310.452,434.980,45.379,297.899,398.837,45.726,312.507,379.935,55.705,253.171,247.021,69.873,274.915,238.905,81.158,309.331,246.818,47.779,279.094,152.608,36.578,209.362,124.746,39.176,436.505,115.769,90.527,322.892,208.591,66.542,384.987,301.704,51.910,384.176,317.599,37.016,394.514,437.276,82.048,312.140,202.575,81.443,308.988,179.353,53.962,285.540,393.553,58.309,348.750,325.081,59.656,343.484,344.505,36.446,254.328,475.410,40.383,405.542,411.295,58.984,345.714,333.426,50.151,301.387,320.862,57.370,282.612,329.022,45.299,248.684,407.868
2,33.814,223.740,106.991,45.038,174.439,152.257,47.081,153.453,159.186,46.758,123.171,165.574,49.367,254.773,297.375,61.021,275.598,281.861,50.307,309.083,165.305,44.932,222.097,376.993,50.411,247.884,368.654,55.869,289.437,342.389,56.478,342.989,366.584,60.617,343.257,307.571,49.627,372.387,333.427,45.209,357.887,189.710,82.407,362.330,257.861,59.024,394.437,253.176,55.926,210.787,194.022,44.229,259.645,136.198,46.368,148.604,193.792,53.519,136.630,225.232,35.985,307.246,121.282,32.607,320.701,132.650,43.654,362.296,129.661,34.896,373.766,112.535,34.913,428.734,148.315,44.019,461.999,250.348,56.901,385.383,285.013,58.460,364.242,285.329,40.348,309.959,435.557,44.242,297.815,399.096,42.384,311.757,380.514,56.699,253.770,247.380,77.723,274.239,239.052,87.638,309.536,247.288,46.258,278.761,152.597,43.434,209.678,125.236,33.115,436.967,115.962,89.791,322.634,207.851,57.479,385.365,301.933,45.887,384.513,317.306,33.185,394.521,437.134,85.635,312.069,202.275,76.814,309.537,179.195,46.279,285.516,394.169,54.625,348.722,325.193,66.469,343.639,344.969,35.090,254.399,475.350,33.435,405.601,411.182,68.508,345.819,333.432,51.842,302.086,321.316,65.904,282.453,329.071,32.365,248.558,407.474
3,36.300,223.536,107.440,55.058,174.433,151.474,59.118,153.037,158.433,36.331,123.126,165.663,55.493,254.446,297.745,65.370,275.587,281.995,63.993,310.024,165.968,51.881,221.995,376.825,62.397,247.690,368.758,57.216,289.241,341.898,57.565,343.477,366.394,65.704,342.989,307.707,51.034,372.519,333.627,49.119,358.510,190.052,84.919,362.670,257.882,116.120,394.113,253.277,62.044,211.216,193.933,45.818,259.935,136.059,39.963,149.041,193.607,39.740,136.723,225.026,37.309,307.036,120.866,36.043,320.887,132.263,42.449,363.380,130.064,40.383,373.604,112.252,34.922,428.212,148.361,42.635,461.457,249.958,67.821,385.517,284.292,81.927,364.346,285.697,49.146,310.412,435.276,48.669,298.342,399.645,42.678,312.119,380.481,55.934,253.772,246.951,92.012,274.668,238.896,86.825,309.392,247.268,53.279,279.200,152.618,44.223,209.545,124.733,39.689,436.574,116.281,77.622,322.694,208.696,59.210,385.140,302.131,45.782,384.537,317.778,38.919,394.298,437.047,72.615,311.639,202.842,62.495,309.336,179.314,50.712,285.436,393.551,57.257,348.727,325.103,70.188,342.494,344.461,37.994,253.823,475.301,34.878,405.592,411.178,54.397,346.116,333.740,57.610,301.815,320.681,48.432,282.742,329.034,44.613,248.294,407.267
4,34.571,223.594,106.926,53.635,174.412,152.195,47.919,152.910,159.217,42.250,122.644,165.703,56.652,254.211,297.437,57.212,275.753,281.981,60.328,309.819,165.463,57.898,222.270,377.201,62.788,248.087,368.831,54.148,288.972,341.791,63.130,343.573,366.259,64.426,343.700,307.624,58.836,372.633,333.962,50.831,357.882,189.972,74.233,363.154,258.354,118.470,394.071,252.934,56.382,211.315,193.861,43.780,260.214,136.516,35.824,148.959,194.287,43.442,136.330,224.981,37.441,306.865,120.734,47.629,320.852,132.493,42.321,363.296,129.964,42.852,373.439,111.760,36.591,428.449,148.575,39.856,461.814,250.185,66.305,385.190,284.134,82.934,364.419,284.977,52.530,309.871,435.233,47.887,297.848,399.677,46.473,311.517,380.111,69.331,253.200,246.918,82.157,274.343,239.160,91.107,309.734,246.604,51.942,279.283,152.125,43.458,209.936,125.157,41.791,436.588,116.245,79.905,323.689,208.593,59.924,385.087,301.572,43.992,385.315,317.079,33.581,394.489,436.815,80.644,312.383,202.723,69.825,309.485,179.634,52.019,285.501,394.376,50.434,349.003,325.345,64.604,342.448,345.173,35.120,253.893,475.374,34.365,405.656,411.372,49.960,345.846,333.295,57.568,301.468,321.182,68.233,282.781,329.278,48.978,248.010,407.057
5,40.214,223.739,107.501,48.096,174.390,152.202,53.625,152.342,159.004,43.306,123.610,165.581,56.106,254.626,297.706,73.753,275.558,281.986,76.146,309.465,165.878,59.148,222.209,377.442,71.834,247.921,368.908,61.375,288.839,341.417,69.843,343.079,366.509,83.157,343.153,307.275,54.073,372.169,333.513,44.921,358.475,189.435,81.616,362.446,257.887,116.494,393.918,253.026,52.875,211.188,193.797,41.860,259.841,136.189,44.816,149.149,193.702,53.202,136.367,224.769,38.463,307.440,120.591,46.079,320.587,132.210,35.468,362.856,129.912,39.704,373.335,111.931,37.826,428.429,148.259,46.337,461.694,250.187,68.060,385.396,284.929,73.044,364.162,285.486,50.720,309.910,435.254,44.927,298.058,399.073,46.863,311.814,380.120,65.976,253.604,247.154,75.843,275.210,238.970,99.220,309.556,246.721,46.689,279.009,153.096,47.072,209.113,124.581,41.601,436.895,116.003,85.318,322.562,209.081,55.773,385.363,302.479,44.677,384.437,317.444,38.637,393.962,437.144,61.538,312.365,202.806,61.866,309.051,179.592,45.865,285.352,394.045,62.404,348.993,325.421,63.693,342.960,344.657,35.711,253.578,475.074,33.600,405.557,411.445,56.437,346.495,333.414,55.260,301.192,320.854,53.616,282.265,329.233,45.015,248.940,407.422
6,43.257,223.482,106.796,47.798,174.271,151.300,46.713,152.551,159.013,48.887,123.319,165.394,53.377,254.724,297.606,57.493,275.463,281.926,62.569,309.337,165.681,57.438,222.199,377.067,76.861,247.489,368.986,51.023,289.192,341.818,53.252,343.478,366.217,61.374,343.769,307.442,47.237,372.293,333.839,47.006,358.681,189.092,88.860,362.231,257.881,102.741,394.235,253.228,61.750,211.637,193.964,46.481,260.014,136.808,38.559,149.102,194.034,50.673,137.008,225.315,37.544,307.314,121.127,41.400,320.136,132.480,36.782,362.810,130.097,46.722,373.992,111.791,36.096,428.200,148.340,38.779,461.995,250.395,61.954,385.170,284.036,73.182,364.035,285.127,40.787,310.247,435.930,43.323,298.209,399.410,43.185,311.871,380.382,60.681,253.765,246.596,79.669,274.248,238.362,89.237,309.282,247.083,47.095,279.770,152.465,39.560,209.294,125.212,37.189,436.768,115.898,76.257,322.747,208.696,60.912,385.295,301.619,50.782,384.398,316.874,35.629,394.563,436.807,85.510,311.921,203.177,84.247,309.285,179.348,58.798,285.369,393.360,57.919,349.113,325.203,68.339,342.939,344.654,33.928,253.919,475.053,36.600,406.052,411.478,60.556,346.601,333.751,51.986,301.645,321.297,50.116,282.592,329.036,49.168,248.263,406.763
7,44.786,223.785,107.868,40.212,175.065,152.133,49.897,152.906,159.038,50.508,122.682,165.067,50.932,254.427,297.686,66.986,275.718,281.798,58.584,309.447,165.972,57.602,221.440,377.041,81.285,248.077,369.088,64.460,288.574,341.746,60.974,342.995,366.560,64.435,342.479,307.807,50.124,371.757,333.595,49.418,358.357,189.441,86.256,362.312,257.917,111.952,394.101,253.055,57.074,210.944,193.812,44.953,259.925,136.251,41.544,149.145,193.755,48.365,136.904,225.168,38.610,306.804,121.012,43.857,320.602,132.395,40.808,362.853,129.578,46.122,373.264,112.065,38.791,428.645,148.425,44.971,461.855,249.955,64.199,385.297,283.897,89.496,364.336,284.787,46.390,310.031,435.599,48.532,297.882,399.074,41.897,311.768,380.486,57.940,253.545,247.308,77.982,274.704,239.195,99.305,309.610,246.817,50.153,278.727,152.599,42.608,209.895,125.142,39.595,436.886,116.006,74.676,322.861,208.610,71.034,385.651,302.410,56.068,384.718,317.315,32.065,394.482,437.011,67.038,311.498,203.012,71.361,309.366,179.158,48.221,285.453,394.172,61.184,348.572,325.561,64.724,342.503,344.216,34.928,253.837,475.116,35.304,405.745,411.550,60.770,346.014,333.335,49.904,301.905,321.044,54.829,282.457,329.302,42.394,248.212,406.964
8,41.357,224.122,107.145,51.750,173.987,152.198,44.868,152.951,159.248,42.960,122.957,165.795,54.527,254.790,297.671,59.932,275.159,281.443,65.336,309.389,165.825,49.858,221.954,376.505,84.702,248.178,369.232,68.943,289.221,341.704,66.287,343.119,366.635,74.643,343.348,307.346,55.209,372.836,333.779,47.107,358.491,189.684,92.093,362.374,258.087,93.801,394.028,253.336,62.684,211.192,193.912,50.224,259.796,136.446,39.279,148.875,193.580,42.481,136.307,225.445,35.971,307.352,120.976,44.064,320.134,132.402,42.128,362.859,130.283,42.235,373.708,112.196,35.183,428.862,148.567,53.385,461.407,250.231,61.715,385.302,284.376,69.898,364.870,284.722,50.043,309.953,435.198,40.984,297.785,399.197,43.048,312.241,380.341,49.578,253.209,246.931,78.620,274.701,238.827,101.520,309.946,247.301,53.184,279.499,152.754,43.518,209.520,125.121,37.446,436.453,115.780,85.818,322.585,208.155,70.887,385.717,301.841,57.782,384.168,317.263,35.468,394.402,437.266,78.519,312.000,203.475,68.309,309.341,179.572,45.721,285.381,393.703,59.537,348.832,325.365,74.031,343.324,345.052,35.458,254.105,475.333,34.496,405.248,411.244,56.897,346.038,333.442,48.158,301.414,321.138,67.192,282.801,329.738,42.796,248.236,407.385
9,36.486,223.331,107.406,40.404,174.253,151.777,42.375,152.849,159.116,43.831,122.970,165.072,56.266,254.234,296.468,59.952,275.445,282.311,63.898,309.172,165.985,55.222,221.712,377.136,78.894,248.194,369.302,62.540,289.265,342.293,61.957,342.724,366.620,89.183,343.382,307.572,54.367,372.571,333.557,53.062,358.445,190.289,76.070,362.380,258.136,107.078,393.968,253.389,66.507,211.487,194.073,39.636,260.172,136.573,44.309,148.963,193.320,49.356,136.836,224.542,36.824,307.288,120.881,47.293,321.118,132.721,39.474,363.153,129.752,40.687,373.479,112.238,36.035,428.698,148.874,46.692,461.947,250.232,65.364,385.726,284.675,80.504,364.072,285.142,50.250,309.616,435.802,49.839,297.889,399.143,50.993,311.740,380.613,54.566,253.736,246.631,75.006,275.072,238.742,88.418,309.973,247.011,45.726,279.027,152.727,38.705,209.847,124.816,39.486,436.357,115.903,74.973,322.815,208.800,61.739,385.274,301.205,51.887,384.735,317.107,43.952,394.074,436.582,74.000,311.874,202.745,80.876,309.518,179.659,43.077,284.966,394.138,56.706,349.158,325.542,64.083,342.717,344.878,36.976,253.807,475.276,39.974,405.234,411.375,47.810,346.573,333.162,50.075,300.867,321.521,60.596,282.218,329.605,46.672,248.271,407.690
10,47.871,223.576,107.311,53.760,174.568,152.004,43.426,152.827,158.811,46.403,123.141,165.368,57.671,254.428,297.616,71.288,275.986,282.080,59.839,309.385,165.473,60.199,222.275,377.297,122.682,247.992,369.085,64.483,288.154,341.945,71.774,343.576,366.503,82.261,343.355,307.620,65.977,372.210,333.645,47.458,357.923,189.254,91.570,362.599,258.065,114.759,393.916,252.968,70.559,211.237,194.026,42.799,259.784,136.485,36.154,148.623,193.884,52.115,136.928,224.849,37.507,307.134,120.795,47.543,320.856,132.778,39.936,362.845,129.751,45.652,373.204,112.179,36.374,428.129,148.755,45.490,462.023,250.273,66.185,385.489,284.393,68.139,364.583,285.268,44.220,309.953,435.823,47.742,297.822,399.425,46.178,312.173,380.344,68.349,254.163,247.394,68.355,274.157,239.384,99.051,309.359,246.877,53.079,279.168,152.405,42.663,209.187,125.339,41.818,436.725,116.110,77.811,322.501,208.745,59.466,385.424,302.049,46.917,384.741,317.095,33.653,394.277,436.817,73.894,311.986,203.067,75.876,309.163,179.658,59.875,285.281,394.019,52.404,349.195,325.341,62.854,342.379,345.217,35.530,254.198,475.271,37.557,406.026,411.770,65.635,346.034,333.427,50.240,301.328,321.245,46.678,283.005,328.934,42.460,248.188,406.970
