 ,Mean1,XM1,YM1
1,-3503.186,223.500,106.999
2,-3505.928,223.500,107.000
3,-3505.086,223.501,107.000
4,-3503.943,223.501,107.000
5,-3504.600,223.501,107.001
6,-3506.271,223.499,107.001
7,-3506.529,223.500,107.000
8,-3506.657,223.501,106.999
9,-3504.814,223.500,107.000
10,-3504.729,223.499,107.001
11,-3506.257,223.500,107.001
12,-3507.557,223.500,107.001
13,-3508.029,223.498,107.001
14,-3506.572,223.500,107.000
15,-3504.957,223.500,107.000
16,-3505.457,223.499,107.000
17,-3505.771,223.501,107.001
18,-3506.314,223.500,107.000
19,-3507.900,223.499,107.000
20,-3506.843,223.501,107.001
21,-3506.200,223.500,106.999
22,-3506.000,223.500,107.000
23,-3507.814,223.500,107.000
24,-3507.300,223.499,107.000
25,-3507.686,223.500,107.001
26,-3507.329,223.500,106.999
27,-3505.857,223.501,106.999
28,-3505.928,223.500,107.000
29,-3507.986,223.499,107.001
30,-3508.457,223.500,107.000
31,-3506.800,223.500,107.000
32,-3507.214,223.499,106.999
33,-3506.086,223.501,106.999
34,-3506.157,223.501,107.000
35,-3507.014,223.499,107.001
36,-3507.572,223.500,107.000
37,-3507.557,223.500,107.001
38,-3506.100,223.500,106.999
39,-3507.300,223.500,107.000
40,-3506.543,223.499,106.999
41,-3506.714,223.501,107.002
42,-3509.029,223.501,107.000
43,-3508.514,223.500,107.000
44,-3507.286,223.499,107.000
45,-3505.743,223.501,106.999
46,-3506.871,223.500,107.000
47,-3508.243,223.499,106.999
48,-3509.443,223.499,107.001
49,-3507.829,223.499,107.000
50,-3507.471,223.499,106.999
51,-3507.557,223.501,107.001
52,-3507.414,223.500,107.000
53,-3507.572,223.500,107.001
54,-3506.971,223.500,107.000
55,-3509.557,223.499,106.999
56,-3507.686,223.500,106.999
57,-3506.428,223.499,107.000
58,-3507.572,223.500,107.001
59,-3508.143,223.500,107.000
60,-3508.643,223.499,107.001
61,-3508.443,223.498,107.000
62,-3508.157,223.500,106.999
63,-3504.657,223.501,107.000
64,-3505.928,223.500,107.000
65,-3508.643,223.501,107.001
66,-3510.200,223.500,107.000
67,-3509.086,223.500,106.999
68,-3508.257,223.500,107.000
69,-3506.357,223.500,106.999
70,-3506.572,223.500,107.000
71,-3506.829,223.499,107.000
72,-3509.771,223.500,107.001
73,-3509.443,223.501,106.999
74,-3507.800,223.499,106.999
75,-3506.657,223.500,107.000
76,-3507.843,223.500,107.000
77,-3508.171,223.500,107.001
78,-3508.786,223.500,107.001
79,-3507.786,223.500,106.999
80,-3507.314,223.499,107.000
81,-3506.214,223.500,106.999
82,-3504.557,223.499,107.001
83,-3507.800,223.500,107.001
84,-117.271,223.517,106.876
85,45.929,223.555,106.974
86,30.186,223.430,106.985
87,29.071,223.429,106.950
88,30.271,223.606,107.008
89,31.443,223.476,106.957
90,30.757,223.682,106.951
91,29.286,223.478,107.010
92,29.943,223.590,106.942
93,30.200,223.614,107.080
94,31.386,223.622,107.053
95,29.543,223.580,107.129
96,31.929,223.530,107.019
97,32.571,223.516,106.890
98,32.500,223.510,107.037
99,32.171,223.565,106.988
100,31.314,223.544,107.034
101,30.471,223.576,107.019
102,30.700,223.376,107.029
103,32.657,223.490,107.098
104,31.257,223.355,106.995
105,31.643,223.504,106.974
106,30.686,223.538,107.259
107,32.914,223.476,107.105
108,32.100,223.552,106.982
109,29.600,223.388,106.894
110,30.500,223.461,107.013
111,29.629,223.438,107.126
112,32.857,223.561,106.908
113,32.686,223.531,106.825
114,32.200,223.567,106.978
115,32.086,223.516,107.054
116,32.000,223.462,107.013
117,31.114,223.517,106.949
118,30.771,223.578,107.014
119,31.357,223.650,107.097
120,30.143,223.485,107.234
121,31.829,223.511,106.997
122,30.129,223.363,107.062
123,31.043,223.404,106.981
124,31.043,223.574,106.981
125,31.214,223.477,107.119
126,31.743,223.470,107.000
127,31.000,223.617,107.019
128,31.743,223.466,107.047
129,32.343,223.542,106.900
130,32.486,223.579,107.055
131,30.886,223.611,106.965
132,32.086,223.441,106.931
133,31.829,223.536,107.048
134,31.400,223.528,106.966
135,30.886,223.473,107.018
136,31.543,223.529,106.902
137,30.371,223.502,106.992
138,30.071,223.517,107.041
139,31.686,223.459,107.122
140,32.757,223.601,107.021
141,31.143,223.384,107.011
142,32.629,223.494,107.057
143,31.114,223.469,107.009
144,31.329,223.537,106.996
145,30.886,223.519,106.971
146,31.100,223.402,107.020
147,31.800,223.416,106.963
148,31.400,223.490,107.059
149,30.686,223.696,106.924
150,29.743,223.477,106.990
151,30.600,223.474,106.978
152,30.529,223.390,106.958
153,31.857,223.361,106.893
154,33.771,223.525,107.011
155,31.286,223.361,107.001
156,32.971,223.631,107.010
157,32.514,223.453,106.993
158,31.071,223.585,106.963
159,30.786,223.415,106.966
160,31.414,223.512,106.953
161,32.757,223.530,106.932
162,32.543,223.416,107.030
163,31.200,223.508,107.113
164,31.300,223.518,107.041
165,34.400,223.595,106.984
166,31.814,223.460,107.137
167,31.800,223.486,107.034
168,30.871,223.577,106.876
169,30.514,223.514,107.020
170,32.086,223.387,107.043
171,30.943,223.422,106.910
172,32.100,223.541,106.840
173,30.743,223.480,107.017
174,32.643,223.612,107.139
175,30.971,223.512,106.927
176,32.257,223.483,107.060
177,32.243,223.374,107.023
178,32.529,223.411,106.974
179,31.014,223.634,106.939
180,31.086,223.543,107.003
181,31.857,223.480,107.096
182,31.443,223.449,107.049
183,31.157,223.549,106.962
184,31.186,223.479,106.953
185,31.571,223.569,106.969
186,31.757,223.418,106.963
187,32.557,223.502,107.047
188,32.429,223.401,107.066
189,31.014,223.532,106.986
190,32.429,223.541,107.032
191,31.929,223.524,106.985
192,29.043,223.510,106.971
193,32.514,223.415,107.004
194,31.557,223.545,107.122
195,31.386,223.496,107.094
196,30.971,223.521,106.947
197,31.500,223.463,107.049
198,30.586,223.639,107.043
199,31.686,223.539,107.040
200,31.414,223.554,106.997
201,31.886,223.484,106.942
202,33.143,223.673,107.056
203,31.800,223.444,107.100
204,30.900,223.564,107.005
205,32.157,223.540,107.053
206,32.314,223.535,106.995
207,32.014,223.561,106.991
208,31.700,223.462,107.075
209,31.357,223.452,107.051
210,31.971,223.521,107.061
211,31.529,223.619,106.951
212,31.471,223.523,107.017
213,31.786,223.564,107.032
214,32.200,223.648,106.982
215,30.457,223.547,107.085
216,31.243,223.548,106.944
217,31.357,223.434,106.987
218,32.014,223.510,107.113
219,31.786,223.436,107.076
220,32.571,223.523,107.030
221,31.771,223.511,106.977
222,32.129,223.505,107.068
223,31.657,223.405,106.957
224,31.229,223.464,107.091
225,30.871,223.450,107.087
226,30.971,223.479,107.014
227,31.786,223.505,106.930
228,31.771,223.628,107.022
229,32.771,223.483,107.112
230,31.143,223.550,106.867
231,32.771,223.480,106.905
232,32.300,223.520,106.997
233,32.086,223.522,106.915
234,32.729,223.477,106.845
235,32.600,223.477,106.919
236,32.671,223.563,106.963
237,32.100,223.536,106.966
238,32.600,223.473,106.911
239,31.586,223.577,106.907
240,32.357,223.513,107.078
241,30.286,223.482,107.092
242,30.600,223.460,107.049
243,31.414,223.591,106.928
244,31.029,223.379,107.012
245,30.871,223.409,107.059
246,32.257,223.522,106.959
247,32.414,223.504,107.089
248,32.371,223.526,107.004
249,30.529,223.436,106.991
250,32.643,223.436,106.944
251,29.971,223.522,107.051
252,33.129,223.569,106.955
253,32.043,223.411,107.047
254,30.157,223.417,107.004
255,32.171,223.481,106.899
256,31.129,223.450,106.866
257,32.871,223.537,107.021
258,31.814,223.519,106.977
259,33.657,223.606,106.920
260,32.029,223.447,107.076
261,32.286,223.462,107.028
262,32.071,223.405,106.922
263,33.629,223.467,106.983
264,31.857,223.514,106.922
265,33.486,223.478,107.050
266,32.614,223.558,106.963
267,33.586,223.433,107.103
268,32.471,223.484,106.964
269,32.829,223.588,107.066
270,31.843,223.545,107.084
271,32.314,223.460,107.053
272,31.600,223.582,106.991
273,31.500,223.491,107.082
274,31.286,223.521,106.921
275,32.871,223.510,106.996
276,32.114,223.566,106.940
277,31.643,223.610,107.007
278,32.843,223.510,106.990
279,32.457,223.610,106.960
280,31.000,223.460,107.038
281,32.543,223.579,107.107
282,30.643,223.562,106.985
283,31.186,223.462,107.122
284,31.086,223.438,106.974
285,31.729,223.470,106.976
286,32.843,223.382,107.044
287,31.429,223.442,107.065
288,33.029,223.364,107.069
289,31.614,223.617,106.878
290,32.600,223.454,107.091
291,30.529,223.471,106.957
292,31.157,223.604,106.985
293,31.043,223.586,106.950
294,32.714,223.454,106.978
295,31.400,223.526,106.966
296,32.800,223.355,106.970
297,32.157,223.424,106.835
298,33.243,223.400,107.046
299,31.343,223.453,106.959
300,31.757,223.586,107.049
301,31.743,223.389,106.991
302,30.600,223.411,107.033
303,31.229,223.540,107.043
304,31.600,223.398,106.900
305,31.886,223.582,106.986
306,30.571,223.477,106.893
307,31.057,223.500,107.134
308,31.514,223.481,107.028
309,30.614,223.516,107.093
310,31.771,223.528,107.045
311,32.771,223.602,107.063
312,31.000,223.593,107.016
313,30.686,223.628,107.030
314,31.486,223.429,106.960
315,31.857,223.509,106.986
316,30.929,223.603,107.061
317,32.671,223.552,107.058
318,29.571,223.461,106.940
319,32.343,223.598,107.002
320,30.414,223.443,106.999
321,31.571,223.401,107.067
322,32.329,223.405,107.099
323,31.943,223.522,107.079
324,33.600,223.426,107.044
325,31.629,223.552,106.981
326,31.486,223.477,106.864
327,31.457,223.433,106.997
328,32.729,223.517,107.021
329,32.871,223.551,107.114
330,30.586,223.548,107.048
331,30.843,223.530,107.055
332,31.329,223.576,107.023
333,31.914,223.514,106.980
334,31.829,223.644,107.079
335,31.371,223.533,107.069
336,32.986,223.574,106.972
337,31.143,223.398,107.002
338,31.886,223.470,107.089
339,33.186,223.599,107.098
340,32.286,223.411,106.919
341,31.986,223.471,107.017
342,31.343,223.399,106.920
343,31.486,223.525,106.984
344,30.514,223.406,106.980
345,32.900,223.472,107.111
346,31.071,223.599,107.042
347,32.486,223.516,106.933
348,31.386,223.374,107.080
349,31.571,223.476,106.910
350,32.543,223.569,106.997
351,33.400,223.444,107.014
352,31.743,223.575,106.921
353,31.514,223.509,107.152
354,32.757,223.500,106.879
355,32.086,223.648,107.027
356,31.029,223.630,107.035
357,31.757,223.487,107.018
358,32.314,223.595,107.246
359,33.271,223.521,107.084
360,32.071,223.463,107.036
361,32.514,223.423,107.031
362,31.214,223.529,106.937
363,32.243,223.604,106.985
364,31.614,223.553,107.062
365,32.443,223.515,107.019
366,31.529,223.429,107.077
367,29.743,223.522,106.927
368,31.971,223.473,106.925
369,30.357,223.551,107.060
370,31.129,223.543,107.090
371,32.386,223.601,107.112
372,31.771,223.399,107.106
373,31.086,223.419,106.989
374,31.800,223.463,106.986
