 ,Mean1,XM1,YM1
1,-3502.757,223.499,107.000
2,-3505.171,223.501,107.000
3,-3506.214,223.500,107.002
4,-3506.557,223.499,107.000
5,-3505.686,223.500,106.999
6,-3503.500,223.500,107.000
7,-3505.143,223.500,107.001
8,-3504.743,223.500,107.001
9,-3506.386,223.500,107.002
10,-3507.486,223.500,107.000
11,-3506.243,223.500,106.999
12,-3504.886,223.501,107.000
13,-3504.357,223.499,107.001
14,-3504.657,223.500,107.001
15,-3508.000,223.500,107.001
16,-3508.043,223.500,106.999
17,-3507.771,223.500,106.999
18,-3503.329,223.498,107.000
19,-3505.343,223.500,107.000
20,-3504.643,223.501,107.002
21,-3507.414,223.500,107.001
22,-3505.529,223.499,106.999
23,-3507.100,223.499,107.000
24,-3506.400,223.501,107.000
25,-3505.414,223.500,107.000
26,-3504.171,223.500,107.000
27,-3506.786,223.500,107.000
28,-3507.457,223.500,106.999
29,-3508.400,223.501,107.000
30,-3505.514,223.500,107.000
31,-3505.786,223.501,107.001
32,-3505.714,223.500,106.999
33,-3507.714,223.501,107.000
34,-3506.143,223.499,107.000
35,-3509.529,223.500,107.000
36,-3506.786,223.500,106.999
37,-3505.857,223.500,107.000
38,-3504.771,223.501,107.000
39,-3507.357,223.499,107.001
40,-3507.614,223.500,107.000
41,-3508.186,223.500,107.000
42,-3506.286,223.502,107.000
43,-3504.371,223.500,106.999
44,-3504.957,223.499,107.000
45,-3506.500,223.501,107.001
46,-3506.800,223.500,107.000
47,-3508.257,223.500,107.000
48,-3505.029,223.500,106.999
49,-3504.286,223.499,106.998
50,-3505.386,223.499,107.000
51,-3504.986,223.500,107.000
52,-3506.900,223.500,107.001
53,-3509.586,223.501,107.000
54,-3505.400,223.500,106.998
55,-3506.857,223.500,106.999
56,-3506.657,223.502,107.001
57,-3507.171,223.501,107.000
58,-3506.629,223.500,107.000
59,-3506.414,223.500,107.000
60,-3506.643,223.500,106.999
61,-3506.714,223.500,106.999
62,-3507.171,223.500,107.000
63,-3508.357,223.500,107.001
64,-3507.457,223.499,107.001
65,-3508.971,223.499,107.002
66,-3509.086,223.500,106.999
67,-3507.171,223.500,107.000
68,-3505.771,223.500,106.999
69,-3504.471,223.502,107.001
70,-3507.800,223.500,107.001
71,-3508.143,223.499,107.001
72,-3506.986,223.500,106.998
73,-3506.957,223.500,106.999
74,-3505.686,223.500,106.999
75,-3505.943,223.500,107.001
76,-3506.771,223.500,107.000
77,-3506.343,223.500,107.001
78,-3507.114,223.499,107.000
79,-3508.500,223.500,106.999
80,-3505.557,223.500,107.000
81,-3506.186,223.499,106.999
82,-3507.814,223.500,107.000
83,-3476.671,223.500,106.995
84,-64.943,223.480,106.824
85,46.157,223.467,106.954
86,32.171,223.526,107.007
87,31.614,223.519,107.037
88,30.114,223.453,106.985
89,31.557,223.593,107.080
90,31.029,223.487,106.895
91,31.814,223.518,107.086
92,30.671,223.421,107.041
93,31.414,223.544,107.165
94,30.714,223.547,107.132
95,31.586,223.633,106.960
96,31.800,223.540,107.034
97,30.943,223.445,107.061
98,31.629,223.446,107.035
99,32.000,223.542,106.957
100,32.571,223.570,106.989
101,32.729,223.503,106.934
102,32.957,223.413,107.021
103,32.643,223.701,107.135
104,31.943,223.623,107.043
105,31.614,223.481,106.898
106,32.214,223.543,106.955
107,31.971,223.479,107.024
108,31.071,223.607,107.069
109,32.200,223.468,107.036
110,31.814,223.630,107.011
111,32.171,223.505,107.019
112,31.329,223.572,107.034
113,31.900,223.607,107.004
114,32.643,223.466,107.012
115,31.671,223.519,106.952
116,31.614,223.476,107.051
117,32.386,223.478,106.966
118,31.486,223.621,107.097
119,30.514,223.432,106.977
120,30.000,223.568,106.952
121,32.457,223.483,107.024
122,33.143,223.478,107.101
123,32.057,223.555,106.947
124,33.200,223.500,106.993
125,31.614,223.535,106.978
126,30.843,223.481,106.980
127,31.371,223.559,107.046
128,32.186,223.520,106.966
129,32.457,223.389,106.984
130,31.586,223.546,106.935
131,31.600,223.523,107.064
132,32.786,223.390,107.005
133,33.171,223.503,106.949
134,30.714,223.473,107.000
135,34.229,223.454,106.985
136,32.743,223.612,107.103
137,33.086,223.488,106.972
138,33.714,223.611,106.919
139,32.800,223.438,107.039
140,32.629,223.493,106.969
141,31.686,223.535,106.961
142,31.786,223.439,106.952
143,31.786,223.490,106.931
144,32.686,223.601,107.071
145,33.800,223.489,106.958
146,33.586,223.450,106.967
147,33.329,223.495,106.968
148,32.829,223.421,106.943
149,30.986,223.491,106.990
150,33.686,223.507,107.082
151,33.457,223.553,107.088
152,32.500,223.518,107.106
153,31.457,223.419,107.066
154,31.557,223.550,107.118
155,33.371,223.455,106.998
156,30.071,223.584,107.072
157,32.943,223.455,107.187
158,32.671,223.457,106.946
159,32.271,223.410,106.946
160,33.229,223.591,106.939
161,31.800,223.438,107.064
162,31.729,223.482,106.989
163,31.257,223.447,106.867
164,33.371,223.505,107.034
165,35.186,223.531,106.977
166,32.929,223.455,107.064
167,33.457,223.509,106.951
168,33.486,223.417,107.102
169,34.757,223.456,107.051
170,32.414,223.509,107.059
171,31.543,223.596,106.942
172,30.743,223.430,107.045
173,31.357,223.503,106.928
174,32.557,223.579,106.891
175,33.057,223.458,106.981
176,32.400,223.405,106.884
177,32.000,223.402,107.069
178,31.871,223.358,106.979
179,33.171,223.466,106.967
180,32.629,223.623,106.993
181,32.443,223.447,107.103
182,32.686,223.483,107.082
183,31.986,223.521,107.114
184,32.757,223.559,106.980
185,32.914,223.520,106.950
186,33.986,223.512,107.178
187,33.571,223.516,107.020
188,32.943,223.491,106.973
189,31.800,223.567,106.960
190,32.557,223.537,107.034
191,32.057,223.465,106.906
192,32.471,223.417,106.947
193,31.743,223.559,106.922
194,31.414,223.586,107.037
195,32.186,223.501,107.017
196,33.800,223.536,106.935
197,33.743,223.410,106.983
198,32.943,223.378,107.052
199,31.857,223.445,106.974
200,32.400,223.423,107.088
201,33.186,223.470,106.923
202,34.800,223.673,107.048
203,33.543,223.555,106.967
204,32.814,223.541,106.846
205,33.529,223.413,107.058
206,31.286,223.390,107.084
207,33.257,223.536,106.974
208,34.386,223.542,107.078
209,32.486,223.524,107.025
210,33.500,223.451,107.085
211,33.743,223.477,106.986
212,32.786,223.381,106.858
213,33.557,223.520,107.040
214,31.971,223.505,107.023
215,32.971,223.463,106.980
216,33.771,223.435,107.136
217,34.357,223.434,107.021
218,30.843,223.532,106.993
219,31.886,223.445,106.922
220,32.571,223.556,107.087
221,32.743,223.572,106.970
222,31.200,223.541,106.975
223,31.729,223.355,107.033
224,33.629,223.478,106.999
225,32.471,223.662,106.969
226,32.857,223.483,106.975
227,32.900,223.475,106.827
228,33.657,223.478,106.929
