 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52
1,42.757,223.723,107.318,46.048,174.623,152.215,62.162,153.191,159.056,48.468,122.774,165.118,64.734,254.610,297.927,66.384,275.517,282.176,52.949,309.248,165.451,54.909,221.781,377.040,61.298,247.296,368.700,65.085,289.340,341.951,66.652,343.429,366.422,57.339,343.636,307.935,59.418,372.097,333.701,78.056,358.259,189.667,82.453,362.117,258.010,81.337,394.699,253.024,60.949,211.182,194.451,49.827,259.645,136.223,60.816,149.118,193.186,69.106,137.176,225.043,40.743,306.560,120.951,46.107,321.065,132.610,45.564,363.310,130.171,35.939,373.345,112.614,40.417,428.536,148.452,60.365,462.148,250.166,64.358,385.462,284.472,80.606,364.221,285.375,50.646,310.059,435.641,44.806,297.927,399.234,50.418,312.317,380.346,75.199,253.823,247.026,88.030,274.393,238.759,89.672,309.202,247.651,47.347,279.072,152.638,44.127,209.389,125.230,40.703,436.796,116.506,100.932,323.118,207.571,72.769,385.682,302.107,65.226,384.508,317.550,32.952,394.345,437.085,99.827,311.715,202.396,67.660,309.855,179.626,51.317,285.801,393.943,62.618,349.271,325.075,80.031,342.685,344.791,38.952,253.892,475.280,41.035,405.486,411.721,51.183,346.115,333.190,62.507,301.107,321.539,54.493,282.746,328.460,41.394,248.630,407.364
2,37.371,223.482,107.120,42.952,174.546,151.898,54.904,153.477,159.153,42.516,123.089,165.494,57.227,254.702,297.189,63.329,275.647,282.424,54.569,308.978,165.500,51.562,221.421,377.039,61.146,247.134,368.771,65.602,288.562,342.547,53.261,343.460,366.292,55.530,343.490,307.077,49.548,372.404,333.754,48.836,358.834,189.789,74.337,362.350,258.708,74.825,394.031,253.665,60.206,210.684,194.329,44.556,259.398,136.562,43.125,149.098,193.931,48.365,136.360,224.760,38.397,307.366,121.311,35.550,320.918,132.650,35.865,363.154,129.674,40.722,373.398,112.629,36.574,428.551,148.566,41.144,461.804,250.349,66.338,385.410,285.057,55.891,364.166,285.335,39.585,309.822,435.239,41.815,297.789,399.254,43.158,312.361,380.250,65.952,253.892,247.235,84.620,274.911,239.197,99.559,308.869,247.127,46.047,279.312,153.136,53.867,209.543,125.118,34.682,436.884,116.126,84.534,323.378,208.389,68.878,385.836,301.479,48.466,384.120,317.173,33.315,394.393,436.928,92.000,311.336,201.943,71.443,308.991,179.980,38.404,285.484,394.113,55.404,348.520,325.049,56.307,343.417,344.604,36.657,253.838,475.222,36.009,405.662,411.552,63.476,345.508,333.813,53.795,302.168,320.849,65.445,282.261,328.993,48.774,248.404,407.006
3,44.086,223.397,107.293,54.404,174.333,152.032,51.713,153.021,159.588,43.677,122.997,165.364,67.203,254.228,298.119,70.610,275.534,281.669,72.102,309.267,165.669,57.920,222.240,376.739,61.020,247.507,368.773,52.261,288.691,342.315,67.713,343.487,365.890,75.870,343.051,308.142,62.169,372.369,333.770,47.164,358.707,189.774,70.337,362.577,257.967,204.849,394.378,253.627,59.199,211.914,193.474,44.776,259.919,135.976,40.118,149.036,193.646,49.740,136.895,225.159,46.846,306.784,120.881,43.186,320.941,132.447,43.609,363.574,130.050,42.235,373.594,112.898,35.870,428.410,148.671,44.356,461.665,250.356,63.046,385.714,283.856,75.314,364.549,285.598,45.366,309.648,435.677,53.960,297.710,398.910,44.740,311.606,380.294,78.596,253.897,246.897,85.482,274.071,238.242,117.186,309.356,246.384,50.037,279.106,152.390,47.777,209.545,125.264,35.372,436.807,116.224,87.696,322.938,208.308,68.370,385.445,302.305,55.459,383.864,317.452,38.895,394.580,437.157,84.750,312.318,203.193,78.402,309.005,179.625,39.654,285.508,394.014,53.691,348.665,324.880,62.917,342.537,344.299,40.681,254.253,475.743,39.757,405.406,411.513,51.119,345.449,333.611,65.692,301.695,320.574,59.760,282.475,328.884,47.496,248.607,407.458
4,46.657,223.622,107.928,42.635,174.033,151.840,56.824,152.262,159.693,43.363,123.212,165.145,65.686,255.020,297.839,91.233,275.872,282.187,80.657,310.051,166.213,61.682,222.147,376.864,70.046,247.841,368.667,62.312,288.977,342.043,62.591,342.948,366.117,88.948,343.862,307.807,59.921,372.652,334.026,48.814,358.816,189.417,90.837,362.012,258.408,187.753,394.352,253.581,64.507,211.313,193.820,47.154,259.377,136.987,44.515,148.617,193.659,51.452,136.763,225.601,43.243,307.558,121.175,50.329,320.945,132.682,40.833,363.019,129.599,37.878,373.772,112.193,34.226,428.440,148.680,50.625,461.843,250.045,66.775,385.240,284.555,74.058,364.388,285.016,48.707,310.495,435.849,50.766,298.065,399.381,44.253,311.930,380.001,79.500,253.574,246.634,97.060,274.431,238.306,97.446,309.496,246.685,54.000,279.156,152.346,50.699,209.505,124.914,35.338,436.968,116.131,79.676,323.195,208.247,76.126,385.325,302.137,43.624,384.357,317.052,33.161,394.532,436.853,82.394,312.068,203.051,77.670,309.642,179.453,42.163,285.408,393.992,44.566,349.043,325.303,77.115,342.773,344.432,36.386,254.198,475.052,46.243,405.524,411.585,53.286,345.981,333.677,66.493,301.807,321.446,55.603,282.209,328.827,56.095,248.028,407.453
5,35.129,223.708,106.859,60.913,174.846,152.298,60.279,152.551,159.374,43.677,122.997,165.991,62.874,254.804,298.001,75.199,275.957,282.192,68.358,309.347,165.833,48.114,222.054,377.025,62.954,247.547,368.841,59.767,288.396,342.208,64.157,343.282,366.092,69.583,343.496,307.708,51.944,372.219,334.017,50.469,358.590,189.832,80.849,362.971,257.503,216.590,394.793,253.503,64.441,211.161,194.103,43.860,259.617,136.906,50.176,149.106,193.733,54.365,136.724,225.272,37.963,306.786,121.256,51.207,320.617,131.708,42.154,362.989,129.955,35.548,373.427,112.131,38.739,428.407,148.343,39.875,462.117,250.131,65.430,385.440,284.209,85.131,364.796,284.793,46.085,310.809,435.970,47.685,298.218,399.351,48.904,312.084,381.149,69.030,253.702,246.958,82.307,274.644,238.295,101.791,309.552,247.028,59.037,278.664,152.588,46.633,209.706,124.931,38.169,436.974,115.964,81.480,322.800,208.124,70.588,384.832,301.473,50.617,384.285,316.893,39.887,394.763,437.011,93.885,312.401,202.790,90.392,309.032,179.772,60.981,285.436,394.043,55.316,349.174,324.840,63.130,343.054,344.309,38.910,254.046,475.297,40.417,405.422,411.602,45.135,345.621,333.624,52.089,301.348,321.247,58.178,282.875,329.428,45.248,248.264,407.176
6,36.386,223.377,107.140,65.346,174.662,152.001,47.390,152.880,159.118,47.290,122.893,165.671,60.164,254.757,297.288,75.651,276.225,281.779,66.343,309.419,166.123,55.301,222.203,376.872,66.278,247.746,368.895,64.790,289.103,342.129,57.661,343.744,366.232,88.809,343.059,308.019,57.158,372.273,334.013,51.130,358.220,189.955,86.744,362.314,258.549,194.151,394.707,253.853,64.632,211.202,193.636,46.201,260.020,136.695,51.147,148.545,194.016,55.788,136.234,225.506,41.346,306.960,121.451,46.950,320.495,132.587,41.923,362.826,130.199,47.687,373.181,112.297,43.043,427.786,148.752,43.173,462.072,250.229,61.318,384.983,284.835,72.635,364.772,285.487,46.494,309.832,436.185,48.024,297.799,399.345,60.110,312.517,380.659,74.048,253.687,247.109,90.343,274.224,238.852,101.921,309.274,246.986,49.347,279.308,152.376,58.886,209.838,125.471,36.311,436.707,116.084,74.020,323.135,208.569,68.315,385.437,301.696,49.662,384.954,316.967,39.758,394.298,437.369,79.240,311.813,202.821,64.711,309.312,179.980,57.144,285.662,393.946,53.434,348.524,325.008,62.573,342.496,344.295,38.096,254.199,475.183,40.748,405.883,411.153,58.722,346.704,333.792,61.575,301.116,320.658,56.089,282.336,328.919,45.927,248.439,407.497
7,46.057,223.631,107.381,51.587,174.172,151.911,55.007,152.765,159.380,43.056,122.979,165.541,71.242,254.631,297.839,76.082,275.600,282.070,66.489,309.605,166.112,58.920,222.202,376.703,68.874,248.186,368.920,58.955,289.494,342.071,65.217,343.459,365.874,65.400,343.612,307.806,51.017,372.546,333.796,46.571,358.614,189.610,68.430,362.598,258.431,191.717,394.483,253.663,59.846,211.010,193.667,45.369,259.474,136.669,43.294,149.091,193.460,52.596,136.656,225.152,41.191,307.088,120.999,46.721,320.809,132.567,40.994,363.263,130.335,43.200,373.150,112.296,34.548,428.893,148.679,46.837,461.989,250.346,65.305,385.314,284.319,83.467,364.289,285.338,44.079,309.724,435.320,46.548,297.978,399.870,46.705,312.622,380.752,75.801,253.483,247.445,106.849,274.512,238.540,93.989,309.483,247.267,49.184,278.696,152.509,54.295,209.620,125.096,36.453,436.908,115.777,83.838,322.945,208.273,83.130,385.161,301.698,60.338,384.914,317.520,36.435,394.589,436.998,72.913,312.359,203.191,59.433,310.071,179.807,46.308,285.569,393.150,53.772,348.706,324.739,65.083,342.225,344.495,38.036,254.282,475.499,40.574,405.165,411.469,50.659,345.782,333.442,56.144,301.792,320.962,67.397,282.679,328.715,51.715,248.965,407.662
8,37.529,223.401,107.469,49.942,174.594,151.867,55.228,152.359,159.166,48.565,123.413,165.047,61.324,254.726,297.579,81.562,276.298,281.592,85.226,309.798,166.436,58.500,222.036,377.274,66.702,247.430,368.538,65.966,288.599,342.314,63.557,343.797,366.381,79.739,343.505,308.055,50.588,372.181,333.630,52.576,358.739,190.354,72.977,362.397,257.970,209.928,394.379,253.589,60.125,211.442,194.241,42.257,259.853,136.677,42.596,148.921,193.807,48.058,136.737,225.414,40.647,306.980,120.974,41.643,320.678,132.311,41.596,363.067,130.285,42.817,373.573,112.300,39.470,428.866,148.426,47.913,461.537,250.673,64.934,385.170,283.821,73.453,364.489,285.133,47.061,309.687,435.245,44.750,298.146,399.648,53.801,311.623,380.246,74.018,253.362,246.694,82.410,274.442,238.743,90.734,309.308,246.817,52.211,278.760,153.087,47.946,209.534,124.842,38.797,437.025,116.214,83.304,322.267,208.225,71.004,385.571,301.905,52.075,384.495,317.821,33.145,394.574,436.794,70.394,312.331,202.932,78.608,309.873,180.213,42.827,285.531,393.947,63.324,348.774,324.988,74.130,343.205,343.599,43.084,253.528,475.370,40.687,405.088,411.531,61.722,346.387,333.869,54.897,301.447,321.328,58.445,282.687,329.149,46.584,248.353,407.526
9,44.557,224.205,107.268,60.327,173.956,151.923,58.831,152.375,159.466,49.153,122.875,165.423,69.116,254.723,297.723,81.308,276.342,281.665,69.095,309.377,166.118,56.642,222.040,376.876,61.377,247.253,369.202,61.852,288.610,342.197,68.478,343.564,366.880,82.983,343.440,307.901,61.831,371.911,334.282,50.390,358.636,190.245,80.674,362.537,258.107,190.813,394.755,253.708,62.824,211.321,193.651,42.879,259.693,136.626,43.441,148.791,193.951,56.615,136.523,225.387,43.375,307.142,121.056,47.464,321.028,131.886,39.808,363.262,130.093,38.139,373.212,112.335,38.774,428.071,148.602,43.202,461.795,250.348,73.596,385.561,284.870,77.613,364.329,285.527,47.433,309.981,435.242,43.008,297.873,399.616,48.890,312.316,380.195,67.006,254.307,246.880,99.349,274.549,238.877,92.955,309.329,246.715,55.874,279.161,153.038,50.120,209.537,125.237,38.007,436.729,116.058,86.791,322.820,208.511,69.849,385.386,301.828,49.744,385.320,317.383,41.492,394.690,437.070,92.490,312.321,202.825,80.412,309.424,179.843,40.096,285.988,393.721,47.632,348.602,325.359,63.875,343.238,344.448,38.277,253.884,474.957,39.365,404.887,411.450,50.889,346.497,333.914,55.932,301.181,321.441,58.267,282.752,328.993,47.591,248.590,406.855
10,39.157,223.717,106.827,49.125,174.361,152.237,53.743,152.665,159.304,53.718,122.739,165.618,66.957,254.649,297.299,66.979,276.414,281.956,72.934,309.241,166.158,56.045,221.576,376.655,65.205,247.641,368.944,65.381,289.048,342.445,75.930,343.030,366.524,81.452,343.996,308.024,63.469,372.464,334.051,44.989,358.074,189.727,91.581,362.734,257.779,200.759,394.373,253.796,68.816,211.979,194.529,49.467,260.153,136.744,46.485,149.018,194.204,47.750,136.303,225.406,41.265,307.012,121.421,47.771,320.704,132.151,45.321,363.001,129.558,42.322,373.178,112.400,32.417,428.466,148.448,44.019,461.887,250.396,73.629,385.246,284.221,68.766,364.365,285.287,47.793,309.733,435.474,54.097,297.755,399.759,49.486,311.653,380.215,71.386,253.310,247.116,97.958,274.163,238.844,107.797,309.439,247.136,51.311,279.023,152.963,44.265,209.902,125.237,34.054,436.741,116.091,81.020,323.028,208.152,75.319,385.417,302.180,56.812,384.106,317.181,35.919,394.547,437.048,69.154,312.206,203.418,71.361,309.665,179.478,40.875,285.111,394.167,64.331,349.535,325.357,69.906,342.549,344.895,41.048,254.025,475.048,40.174,405.592,411.597,53.968,346.952,333.020,50.336,301.321,321.311,61.877,282.179,329.175,48.496,248.549,407.104
