 ,Mean1,XM1,YM1
1,-3506.286,223.500,106.997
2,-3504.043,223.499,107.001
3,-3505.443,223.499,107.002
4,-3505.343,223.500,106.999
5,-3504.014,223.499,107.000
6,-3504.814,223.500,107.001
7,-3504.300,223.500,106.999
8,-3505.300,223.501,107.000
9,-3507.529,223.500,107.001
10,-3505.886,223.500,107.000
11,-3504.386,223.500,107.000
12,-3505.557,223.500,107.000
13,-3505.400,223.500,107.001
14,-3505.600,223.498,107.000
15,-3506.300,223.501,107.000
16,-3506.043,223.500,107.000
17,-3504.386,223.499,107.000
18,-3504.229,223.500,107.000
19,-3505.729,223.500,107.001
20,-3504.586,223.500,107.000
21,-3506.843,223.500,107.001
22,-3508.200,223.501,106.999
23,-3504.500,223.501,106.999
24,-3507.057,223.500,107.000
25,-3505.214,223.501,107.000
26,-3507.900,223.500,107.001
27,-3507.271,223.499,107.001
28,-3508.100,223.500,107.000
29,-3504.200,223.500,106.999
30,-3504.829,223.501,107.000
31,-3505.928,223.499,107.001
32,-3506.329,223.501,107.000
33,-3507.543,223.500,107.000
34,-3507.643,223.499,107.000
35,-3506.957,223.500,107.000
36,-3506.271,223.500,107.000
37,-3505.186,223.500,107.001
38,-3506.957,223.500,107.000
39,-3509.086,223.499,107.001
40,-3508.129,223.501,106.999
41,-3504.971,223.500,106.999
42,-3505.943,223.500,107.000
43,-3505.800,223.500,107.001
44,-3508.157,223.500,106.999
45,-3506.629,223.500,107.000
46,-3506.072,223.500,106.999
47,-3505.114,223.499,106.999
48,-3504.243,223.500,106.999
49,-3506.257,223.502,107.000
50,-3506.814,223.500,107.001
51,-3507.600,223.500,106.998
52,-3508.029,223.500,107.000
53,-3505.843,223.500,107.000
54,-3504.986,223.501,107.000
55,-3505.614,223.499,106.999
56,-3507.186,223.500,107.001
57,-3508.186,223.500,107.000
58,-3506.443,223.499,107.000
59,-3506.914,223.500,107.000
60,-3505.814,223.499,107.000
61,-3506.100,223.500,107.001
62,-3507.914,223.501,107.001
63,-3507.857,223.501,107.000
64,-3506.843,223.499,107.000
65,-3506.757,223.501,106.999
66,-3504.800,223.499,107.000
67,-3505.800,223.500,107.000
68,-3506.871,223.499,107.000
69,-3509.671,223.500,107.000
70,-3506.514,223.500,107.000
71,-3506.586,223.501,107.000
72,-3506.857,223.501,107.001
73,-3507.171,223.499,107.000
74,-3509.486,223.501,107.001
75,-3508.428,223.501,107.000
76,-3507.043,223.499,106.999
77,-3504.986,223.501,107.000
78,-3506.757,223.499,107.000
79,-3507.014,223.499,107.001
80,-3505.843,223.500,107.000
81,-3507.943,223.500,106.999
82,-3506.214,223.501,106.999
83,-1981.543,223.501,106.972
84,46.914,223.469,107.081
85,45.986,223.557,107.048
86,32.471,223.546,107.018
87,31.571,223.593,106.961
88,32.529,223.402,106.901
89,32.400,223.612,107.018
90,32.543,223.468,106.995
91,32.329,223.476,106.974
92,31.743,223.510,106.967
93,33.500,223.465,106.894
94,34.071,223.555,107.035
95,30.743,223.217,107.162
96,34.800,223.534,107.002
97,34.214,223.376,107.023
98,33.729,223.472,107.166
99,32.957,223.548,106.944
100,32.457,223.652,106.906
101,33.914,223.465,107.013
102,33.029,223.501,107.061
103,31.100,223.420,106.951
104,34.486,223.514,106.913
105,33.957,223.557,107.053
106,33.086,223.612,107.060
107,31.929,223.558,107.044
108,33.743,223.453,106.949
109,34.514,223.500,107.043
110,34.400,223.528,106.977
111,34.314,223.446,107.093
112,33.771,223.478,106.970
113,33.900,223.430,106.934
114,34.900,223.507,106.980
115,33.629,223.526,107.043
116,33.029,223.574,106.993
117,33.629,223.527,106.972
118,34.300,223.507,106.882
119,32.929,223.448,106.946
120,33.500,223.578,106.947
121,33.214,223.482,106.977
122,33.043,223.510,106.944
123,31.586,223.447,106.917
124,33.714,223.561,106.984
125,33.586,223.629,107.078
126,34.114,223.468,107.051
127,32.586,223.513,107.054
128,35.057,223.605,106.921
129,34.257,223.521,106.989
130,33.257,223.517,107.041
131,35.671,223.417,106.973
132,35.100,223.558,107.062
133,32.329,223.462,107.070
134,32.314,223.584,107.003
135,33.343,223.536,106.968
136,33.700,223.444,106.904
137,32.757,223.534,106.973
138,34.643,223.599,107.011
139,33.571,223.496,106.997
140,33.386,223.548,106.978
141,33.886,223.530,106.992
142,34.286,223.580,106.972
143,33.743,223.477,106.967
144,34.914,223.493,107.056
145,34.486,223.511,106.963
146,32.786,223.423,107.076
147,32.943,223.513,106.959
148,33.571,223.523,106.975
149,33.600,223.459,106.989
150,33.600,223.564,106.970
151,34.671,223.609,106.947
152,33.500,223.419,107.015
153,32.100,223.381,107.151
154,31.371,223.478,106.928
155,34.629,223.519,107.050
156,34.914,223.498,106.963
157,33.229,223.472,107.022
158,34.343,223.495,106.970
