1,1,1,1
1,24.031,170.3,25.97
2,-3513.4,170.3,25.97
3,-3514.1,170.3,25.97
4,-3514,170.3,25.97
5,-3514.1,170.3,25.97
6,-3514.3,170.3,25.97
7,-3514.2,170.3,25.97
8,-3514.6,170.3,25.97
9,-3514.8,170.3,25.97
10,-3514.9,170.3,25.97
11,-3514.7,170.3,25.97
12,-3514.9,170.3,25.97
13,-3514.9,170.3,25.97
14,-3515.4,170.3,25.97
15,-3514.7,170.3,25.97
16,-3515,170.3,25.97
17,-3514.7,170.3,25.97
18,-3515.3,170.3,25.97
19,-3515.3,170.3,25.97
20,-3515.6,170.3,25.97
21,-3515.6,170.3,25.97
22,-3515.1,170.3,25.97
23,-3515.2,170.3,25.97
24,-3515.5,170.3,25.97
25,-3515.3,170.3,25.97
26,-3515.2,170.3,25.97
27,-3515.1,170.3,25.97
28,-3515.2,170.3,25.97
29,-3514.9,170.3,25.97
30,-3515.2,170.3,25.97
31,-3515.6,170.3,25.97
32,-3515.2,170.3,25.97
33,-3514.9,170.3,25.97
34,-3515.4,170.3,25.97
35,-3515.8,170.3,25.97
36,-3515.8,170.3,25.97
37,-3515.8,170.3,25.97
38,-3516.1,170.3,25.97
39,-3515.8,170.3,25.97
40,-3515.6,170.3,25.97
41,-3515.5,170.3,25.97
42,-3515.8,170.3,25.97
43,-3515,170.3,25.97
44,-3515.2,170.3,25.97
45,-3515.6,170.3,25.97
46,-3515.6,170.3,25.97
47,-3515.2,170.3,25.97
48,-3515.2,170.3,25.97
49,-3515.1,170.3,25.97
50,-3515.7,170.3,25.97
51,-3515.4,170.3,25.97
52,-3515.8,170.3,25.97
53,-3515.6,170.3,25.97
54,-3516.1,170.3,25.97
55,-3515.3,170.3,25.97
56,-3515.8,170.3,25.97
57,-3515,170.3,25.97
58,-3516,170.3,25.97
59,-3515.3,170.3,25.97
60,-3515.6,170.3,25.97
61,-3515.7,170.3,25.97
62,-3515.4,170.3,25.97
63,-3515.7,170.3,25.97
64,-3515.6,170.3,25.97
65,-3515.9,170.3,25.97
66,-3515.2,170.3,25.97
67,-3515.8,170.3,25.97
68,-3515.8,170.3,25.97
69,-3515.5,170.3,25.97
70,-3515.9,170.3,25.97
71,-3515.8,170.3,25.97
72,-3516.1,170.3,25.97
73,-3516.2,170.3,25.97
74,-3516.3,170.3,25.97
75,-3516.3,170.3,25.97
76,-3515.7,170.3,25.97
77,-3516.1,170.3,25.97
78,-3515.8,170.3,25.97
79,-3516.1,170.3,25.97
80,-3515.6,170.3,25.97
81,-3516,170.3,25.97
82,-3515.8,170.3,25.97
83,-3516,170.3,25.97
84,-3515.9,170.3,25.97
85,-3515.7,170.3,25.97
86,-3516,170.3,25.97
87,-780.69,170.3,25.97
88,39.31,170.3,25.97
89,30.225,170.3,25.97
90,21.52,170.3,25.97
91,22.714,170.3,25.97
92,23.183,170.3,25.97
93,23.03,170.3,25.97
94,23.263,170.3,25.97
95,22.411,170.3,25.97
96,22.969,170.3,25.97
97,23.572,170.3,25.97
98,23.007,170.3,25.97
99,23.651,170.3,25.97
100,23.33,170.3,25.97
101,23.577,170.3,25.97
102,23.091,170.3,25.97
103,23.568,170.3,25.97
104,23.699,170.3,25.97
105,23.227,170.3,25.97
106,23.669,170.3,25.97
107,23.562,170.3,25.97
108,23.579,170.3,25.97
109,23.98,170.3,25.97
110,24.091,170.3,25.97
111,24.185,170.3,25.97
112,24.209,170.3,25.97
113,24.004,170.3,25.97
114,24.1,170.3,25.97
115,24.174,170.3,25.97
116,24.42,170.3,25.97
117,23.573,170.3,25.97
118,23.871,170.3,25.97
119,23.819,170.3,25.97
120,23.92,170.3,25.97
121,24.306,170.3,25.97
122,23.95,170.3,25.97
123,23.999,170.3,25.97
124,24.136,170.3,25.97
125,24.339,170.3,25.97
126,24.253,170.3,25.97
127,23.907,170.3,25.97
128,23.836,170.3,25.97
129,23.61,170.3,25.97
130,24.074,170.3,25.97
131,23.785,170.3,25.97
132,23.982,170.3,25.97
133,24.121,170.3,25.97
134,24.124,170.3,25.97
135,23.818,170.3,25.97
136,23.915,170.3,25.97
137,23.875,170.3,25.97
138,24.009,170.3,25.97
139,23.974,170.3,25.97
140,23.178,170.3,25.97
141,23.539,170.3,25.97
142,23.796,170.3,25.97
143,23.767,170.3,25.97
144,23.829,170.3,25.97
145,23.425,170.3,25.97
146,23.923,170.3,25.97
147,24.007,170.3,25.97
148,24.258,170.3,25.97
149,24.054,170.3,25.97
150,23.655,170.3,25.97
151,23.517,170.3,25.97
152,23.729,170.3,25.97
153,23.904,170.3,25.97
154,24.11,170.3,25.97
155,23.974,170.3,25.97
156,24.011,170.3,25.97
157,23.733,170.3,25.97
158,24.144,170.3,25.97
159,23.934,170.3,25.97
160,23.935,170.3,25.97
161,23.975,170.3,25.97
162,23.641,170.3,25.97
163,23.605,170.3,25.97
164,23.662,170.3,25.97
165,23.92,170.3,25.97
166,23.858,170.3,25.97
167,23.842,170.3,25.97
168,24.068,170.3,25.97
169,23.842,170.3,25.97
170,23.833,170.3,25.97
171,24.006,170.3,25.97
172,24.04,170.3,25.97
173,23.694,170.3,25.97
174,23.694,170.3,25.97
175,23.613,170.3,25.97
176,23.857,170.3,25.97
177,23.805,170.3,25.97
178,23.645,170.3,25.97
179,24.184,170.3,25.97
180,24.343,170.3,25.97
181,23.523,170.3,25.97
182,23.797,170.3,25.97
183,24.236,170.3,25.97
184,23.575,170.3,25.97
185,23.81,170.3,25.97
186,23.622,170.3,25.97
187,23.71,170.3,25.97
188,24.134,170.3,25.97
189,23.79,170.3,25.97
190,23.673,170.3,25.97
191,23.858,170.3,25.97
192,23.613,170.3,25.97
193,23.854,170.3,25.97
194,23.134,170.3,25.97
195,23.292,170.3,25.97
196,23.504,170.3,25.97
197,24.108,170.3,25.97
198,23.56,170.3,25.97
199,23.243,170.3,25.97
200,23.665,170.3,25.97
201,23.639,170.3,25.97
202,23.941,170.3,25.97
203,23.927,170.3,25.97
204,24.57,170.3,25.97
205,24.109,170.3,25.97
206,23.938,170.3,25.97
207,24.03,170.3,25.97
208,23.361,170.3,25.97
209,23.546,170.3,25.97
210,24.361,170.3,25.97
211,24.361,170.3,25.97
212,24.102,170.3,25.97
213,23.669,170.3,25.97
214,23.624,170.3,25.97
215,24.2,170.3,25.97
216,24.173,170.3,25.97
217,24.084,170.3,25.97
218,24.048,170.3,25.97
