1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,40.806,170.3,25.97,26,178.18,34.345,27,178.18,35.728,44.7,170.8,54.214,35.593,196.22,61.783,28,161.12,60.621,51,222.2,68.459,28,163.42,68.459,38.214,220.79,72.245,29.556,169.9,83.185,30,148.67,85.977,28,148.67,86.898,33.929,172.41,91.117,36.11,180.93,91.576,27.333,167.11,89.664,25.5,167.11,91.278,29,180.02,93.353,29.184,201.31,97.55,32.531,213.32,98.555,30.857,179.69,102.81,29,187.4,103.03,42.621,166.6,107.18,29,164.35,110.87,28,165.73,111.33,28,164.35,111.79,31,151.9,112.72,27,151.9,113.64,31,153.74,115.02,56.077,154.1,116.47,27.676,158.01,118.45,36.5,176.64,117.94,41.875,135.68,120.56,25,156.51,119.17,104,222.8,119.35,28,156.51,120.09,29,158.81,121.01,26,160.2,121.01,28.6,157.71,122.67,29,159.74,121.94,36.467,168.93,123.96,67.5,157.66,124.47,40.964,133.81,127.42,36.115,164.64,129.16,39.672,139.68,130.45,31.5,181.63,131.85,27,164.81,133,28,172.18,133,28,174.49,133.92,28,164.35,134.38,33.701,170.68,137.48,28,162.04,134.84,39.5,158.43,137.38,35.471,138.53,137.2,31,161.12,136.22,26.5,181.87,137.84,27,157.89,140.37,28.769,162.75,142.22,147,164.35,141.76,203,129.31,143.14,28,128.85,144.06,60.667,159.74,144.52,29,163.42,144.06,27.778,131.87,145.8,29,156.51,144.52,29,135.76,145.68,29.5,161.12,147.52,28,189.7,147.75,28.667,161.27,149.21,29.5,190.62,148.9,27,142.68,158.81,28.333,124.7,161.12,29.111,194.77,161.48,139,122.4,163.88,39.617,172.65,167.34,29.5,141.87,171.9,46.133,186.03,173.94,30,141.3,173.57,28,175.41,173.57,29,150.06,174.49,27,148.21,180.48,27,148.21,182.33,31.129,147.29,184.96,29.75,143.68,187.32,28,145.44,186.47,38.222,63.259,188.45,35.708,138.3,192.04,44.077,141.08,203.25,28,143.14,204.45,29.167,143.22,205.84,30,38.033,206.07,39.802,59.133,211.56,29.136,67.138,215.94,34.4,30.902,218.13
2,38.444,170.3,25.97,26,178.18,34.345,30,178.18,35.728,27.9,170.8,54.214,30.889,196.22,61.783,29,161.12,60.621,26.25,222.2,68.459,30,163.42,68.459,27.643,220.79,72.245,36.593,169.9,83.185,29,148.67,85.977,26,148.67,86.898,31.214,172.41,91.117,35.633,180.93,91.576,25.667,167.11,89.664,26,167.11,91.278,26,180.02,93.353,36.711,201.31,97.55,38.347,213.32,98.555,48.238,179.69,102.81,26,187.4,103.03,33.138,166.6,107.18,29,164.35,110.87,29,165.73,111.33,30,164.35,111.79,30,151.9,112.72,28,151.9,113.64,27,153.74,115.02,26.077,154.1,116.47,36.108,158.01,118.45,28.667,176.64,117.94,33.979,135.68,120.56,28,156.51,119.17,51.8,222.8,119.35,26,156.51,120.09,27,158.81,121.01,27,160.2,121.01,26.2,157.71,122.67,30,159.74,121.94,28.733,168.93,123.96,26,157.66,124.47,27.679,133.81,127.42,27.808,164.64,129.16,31.685,139.68,130.45,27.5,181.63,131.85,30,164.81,133,26,172.18,133,34,174.49,133.92,27,164.35,134.38,28.195,170.68,137.48,164,162.04,134.84,33.033,158.43,137.38,38,138.53,137.2,27,161.12,136.22,29.5,181.87,137.84,30,157.89,140.37,37.769,162.75,142.22,28,164.35,141.76,28,129.31,143.14,31,128.85,144.06,27.333,159.74,144.52,29,163.42,144.06,29.556,131.87,145.8,28,156.51,144.52,28,135.76,145.68,26,161.12,147.52,28,189.7,147.75,28,161.27,149.21,29,190.62,148.9,27,142.68,158.81,28.667,124.7,161.12,27.111,194.77,161.48,28,122.4,163.88,30,172.65,167.34,34.25,141.87,171.9,33.933,186.03,173.94,29,141.3,173.57,31,175.41,173.57,30,150.06,174.49,26,148.21,180.48,222,148.21,182.33,35.032,147.29,184.96,32.417,143.68,187.32,27,145.44,186.47,40,63.259,188.45,51.542,138.3,192.04,26.846,141.08,203.25,26,143.14,204.45,40,143.22,205.84,29,38.033,206.07,41.365,59.133,211.56,62.318,67.138,215.94,30.333,30.902,218.13
3,39.167,170.3,25.97,31,178.18,34.345,28,178.18,35.728,28.5,170.8,54.214,31.296,196.22,61.783,30,161.12,60.621,27.25,222.2,68.459,27,163.42,68.459,29.214,220.79,72.245,34.704,169.9,83.185,30,148.67,85.977,32,148.67,86.898,34.33,172.41,91.117,31.183,180.93,91.576,26.667,167.11,89.664,27,167.11,91.278,27,180.02,93.353,33.382,201.31,97.55,33.367,213.32,98.555,27.429,179.69,102.81,30,187.4,103.03,33.069,166.6,107.18,28,164.35,110.87,26,165.73,111.33,28,164.35,111.79,26,151.9,112.72,25,151.9,113.64,28,153.74,115.02,28.692,154.1,116.47,30.054,158.01,118.45,26.833,176.64,117.94,34.833,135.68,120.56,32,156.51,119.17,38,222.8,119.35,30,156.51,120.09,28,158.81,121.01,27,160.2,121.01,30,157.71,122.67,28,159.74,121.94,35.667,168.93,123.96,30.5,157.66,124.47,39.679,133.81,127.42,33.369,164.64,129.16,29.125,139.68,130.45,116.5,181.63,131.85,25,164.81,133,28,172.18,133,29,174.49,133.92,25,164.35,134.38,36.448,170.68,137.48,29,162.04,134.84,31.133,158.43,137.38,33.059,138.53,137.2,27,161.12,136.22,31,181.87,137.84,23,157.89,140.37,36.077,162.75,142.22,29,164.35,141.76,28,129.31,143.14,28,128.85,144.06,103.67,159.74,144.52,25,163.42,144.06,33.333,131.87,145.8,32,156.51,144.52,76,135.76,145.68,26,161.12,147.52,26,189.7,147.75,27.167,161.27,149.21,25,190.62,148.9,118,142.68,158.81,27.667,124.7,161.12,27.222,194.77,161.48,30,122.4,163.88,34.043,172.65,167.34,39.625,141.87,171.9,43.267,186.03,173.94,27,141.3,173.57,26,175.41,173.57,28,150.06,174.49,27,148.21,180.48,28,148.21,182.33,36.516,147.29,184.96,36.75,143.68,187.32,24,145.44,186.47,35,63.259,188.45,38.333,138.3,192.04,34.077,141.08,203.25,158,143.14,204.45,27,143.22,205.84,27.5,38.033,206.07,31.292,59.133,211.56,28.636,67.138,215.94,35.067,30.902,218.13
4,31.028,170.3,25.97,32,178.18,34.345,26,178.18,35.728,27.5,170.8,54.214,43.481,196.22,61.783,26,161.12,60.621,45,222.2,68.459,30,163.42,68.459,38.857,220.79,72.245,34.019,169.9,83.185,31,148.67,85.977,26,148.67,86.898,30.67,172.41,91.117,36.211,180.93,91.576,26,167.11,89.664,25,167.11,91.278,28,180.02,93.353,31.789,201.31,97.55,33.714,213.32,98.555,36.667,179.69,102.81,28,187.4,103.03,31.81,166.6,107.18,29,164.35,110.87,26,165.73,111.33,27,164.35,111.79,30,151.9,112.72,28,151.9,113.64,160,153.74,115.02,32.308,154.1,116.47,39.027,158.01,118.45,50.333,176.64,117.94,39.375,135.68,120.56,28,156.51,119.17,86.6,222.8,119.35,29,156.51,120.09,26,158.81,121.01,26,160.2,121.01,30,157.71,122.67,25,159.74,121.94,58.267,168.93,123.96,27.5,157.66,124.47,46.071,133.81,127.42,37.415,164.64,129.16,32.267,139.68,130.45,29.5,181.63,131.85,28,164.81,133,30,172.18,133,26,174.49,133.92,27,164.35,134.38,33.552,170.68,137.48,130,162.04,134.84,42.5,158.43,137.38,29.176,138.53,137.2,27,161.12,136.22,27,181.87,137.84,28,157.89,140.37,28.769,162.75,142.22,30,164.35,141.76,29,129.31,143.14,27,128.85,144.06,27.333,159.74,144.52,25,163.42,144.06,29.611,131.87,145.8,24,156.51,144.52,27.5,135.76,145.68,30,161.12,147.52,30,189.7,147.75,28.667,161.27,149.21,29,190.62,148.9,28,142.68,158.81,30.333,124.7,161.12,27.333,194.77,161.48,30,122.4,163.88,46.085,172.65,167.34,48.125,141.87,171.9,50.233,186.03,173.94,26,141.3,173.57,27,175.41,173.57,28,150.06,174.49,28,148.21,180.48,25,148.21,182.33,27.677,147.29,184.96,49.417,143.68,187.32,30,145.44,186.47,37.278,63.259,188.45,29.083,138.3,192.04,46.308,141.08,203.25,29,143.14,204.45,28.167,143.22,205.84,28,38.033,206.07,35.438,59.133,211.56,31.5,67.138,215.94,31.667,30.902,218.13
5,49.139,170.3,25.97,28,178.18,34.345,31,178.18,35.728,54.7,170.8,54.214,52,196.22,61.783,89,161.12,60.621,64.5,222.2,68.459,22,163.42,68.459,36.214,220.79,72.245,32.222,169.9,83.185,28,148.67,85.977,24,148.67,86.898,31.732,172.41,91.117,32.248,180.93,91.576,25.333,167.11,89.664,70,167.11,91.278,31,180.02,93.353,32.211,201.31,97.55,28.837,213.32,98.555,43.381,179.69,102.81,30,187.4,103.03,33.621,166.6,107.18,25,164.35,110.87,27,165.73,111.33,25,164.35,111.79,26,151.9,112.72,25,151.9,113.64,29,153.74,115.02,37.846,154.1,116.47,37.541,158.01,118.45,30.5,176.64,117.94,31.167,135.68,120.56,29,156.51,119.17,143.2,222.8,119.35,30,156.51,120.09,26,158.81,121.01,25,160.2,121.01,30.8,157.71,122.67,29,159.74,121.94,58.533,168.93,123.96,29.5,157.66,124.47,33.607,133.81,127.42,37.362,164.64,129.16,34.862,139.68,130.45,42.5,181.63,131.85,24,164.81,133,31,172.18,133,30,174.49,133.92,27,164.35,134.38,32.241,170.68,137.48,30,162.04,134.84,35.3,158.43,137.38,33.294,138.53,137.2,211,161.12,136.22,29,181.87,137.84,27,157.89,140.37,42.462,162.75,142.22,29,164.35,141.76,29,129.31,143.14,28,128.85,144.06,28.333,159.74,144.52,24,163.42,144.06,36.556,131.87,145.8,29,156.51,144.52,26,135.76,145.68,28.5,161.12,147.52,33,189.7,147.75,29,161.27,149.21,26.5,190.62,148.9,78,142.68,158.81,25,124.7,161.12,29,194.77,161.48,27,122.4,163.88,31.447,172.65,167.34,27.25,141.87,171.9,44.7,186.03,173.94,27,141.3,173.57,83,175.41,173.57,29,150.06,174.49,28,148.21,180.48,30,148.21,182.33,43.935,147.29,184.96,31.167,143.68,187.32,26,145.44,186.47,39.5,63.259,188.45,35.75,138.3,192.04,43.308,141.08,203.25,117,143.14,204.45,96.833,143.22,205.84,26,38.033,206.07,35.573,59.133,211.56,45.318,67.138,215.94,29.733,30.902,218.13
6,36.833,170.3,25.97,29,178.18,34.345,27,178.18,35.728,31.5,170.8,54.214,31.63,196.22,61.783,245,161.12,60.621,38.5,222.2,68.459,29,163.42,68.459,38.786,220.79,72.245,32.815,169.9,83.185,29,148.67,85.977,30,148.67,86.898,31.277,172.41,91.117,35.046,180.93,91.576,27.667,167.11,89.664,26.5,167.11,91.278,31,180.02,93.353,35.342,201.31,97.55,30.531,213.32,98.555,34.476,179.69,102.81,30,187.4,103.03,31.5,166.6,107.18,27,164.35,110.87,29,165.73,111.33,26,164.35,111.79,28,151.9,112.72,28,151.9,113.64,28,153.74,115.02,28.538,154.1,116.47,30.459,158.01,118.45,40.833,176.64,117.94,38.083,135.68,120.56,28,156.51,119.17,55.4,222.8,119.35,28,156.51,120.09,27,158.81,121.01,27,160.2,121.01,28.2,157.71,122.67,26,159.74,121.94,28.4,168.93,123.96,30,157.66,124.47,27.786,133.81,127.42,34.254,164.64,129.16,34.711,139.68,130.45,30,181.63,131.85,26,164.81,133,31,172.18,133,30,174.49,133.92,32,164.35,134.38,29.747,170.68,137.48,28,162.04,134.84,28.267,158.43,137.38,28.706,138.53,137.2,27,161.12,136.22,28,181.87,137.84,27,157.89,140.37,53.538,162.75,142.22,30,164.35,141.76,27,129.31,143.14,24,128.85,144.06,26.667,159.74,144.52,26,163.42,144.06,30.444,131.87,145.8,30,156.51,144.52,28,135.76,145.68,27,161.12,147.52,30,189.7,147.75,28.833,161.27,149.21,28.5,190.62,148.9,30,142.68,158.81,27.667,124.7,161.12,41.333,194.77,161.48,26,122.4,163.88,34.277,172.65,167.34,50.375,141.87,171.9,52.633,186.03,173.94,29,141.3,173.57,27,175.41,173.57,29,150.06,174.49,26,148.21,180.48,27,148.21,182.33,28.258,147.29,184.96,42.25,143.68,187.32,29,145.44,186.47,28.833,63.259,188.45,44.083,138.3,192.04,29.923,141.08,203.25,27,143.14,204.45,27.5,143.22,205.84,29,38.033,206.07,40.26,59.133,211.56,34.591,67.138,215.94,49.667,30.902,218.13
7,33.667,170.3,25.97,29,178.18,34.345,28,178.18,35.728,31.6,170.8,54.214,29.778,196.22,61.783,27,161.12,60.621,62.5,222.2,68.459,26,163.42,68.459,35.5,220.79,72.245,32.241,169.9,83.185,192,148.67,85.977,32,148.67,86.898,37.562,172.41,91.117,34.872,180.93,91.576,35,167.11,89.664,24.5,167.11,91.278,27,180.02,93.353,31.289,201.31,97.55,31.367,213.32,98.555,39.238,179.69,102.81,28,187.4,103.03,38.259,166.6,107.18,26,164.35,110.87,26,165.73,111.33,28,164.35,111.79,30,151.9,112.72,27,151.9,113.64,28,153.74,115.02,36.538,154.1,116.47,29.865,158.01,118.45,36.167,176.64,117.94,30.167,135.68,120.56,27,156.51,119.17,137.2,222.8,119.35,28,156.51,120.09,25,158.81,121.01,24,160.2,121.01,28.2,157.71,122.67,29,159.74,121.94,57.667,168.93,123.96,29.5,157.66,124.47,37.964,133.81,127.42,35.754,164.64,129.16,34.931,139.68,130.45,30.5,181.63,131.85,27,164.81,133,27,172.18,133,28,174.49,133.92,27,164.35,134.38,39.391,170.68,137.48,27,162.04,134.84,32.133,158.43,137.38,43.882,138.53,137.2,30,161.12,136.22,24,181.87,137.84,27,157.89,140.37,28,162.75,142.22,28,164.35,141.76,30,129.31,143.14,26,128.85,144.06,26.667,159.74,144.52,26,163.42,144.06,43.5,131.87,145.8,27,156.51,144.52,29,135.76,145.68,29,161.12,147.52,28,189.7,147.75,28,161.27,149.21,29,190.62,148.9,29,142.68,158.81,80,124.7,161.12,28,194.77,161.48,25,122.4,163.88,32.404,172.65,167.34,27.75,141.87,171.9,29.867,186.03,173.94,26,141.3,173.57,26,175.41,173.57,30,150.06,174.49,27,148.21,180.48,28,148.21,182.33,63.452,147.29,184.96,39.083,143.68,187.32,27,145.44,186.47,31.889,63.259,188.45,38.792,138.3,192.04,29.385,141.08,203.25,90,143.14,204.45,39.667,143.22,205.84,28,38.033,206.07,44.406,59.133,211.56,34.318,67.138,215.94,29,30.902,218.13
8,43.306,170.3,25.97,24,178.18,34.345,28,178.18,35.728,30.1,170.8,54.214,32,196.22,61.783,28,161.12,60.621,40,222.2,68.459,31,163.42,68.459,44.929,220.79,72.245,30.074,169.9,83.185,31,148.67,85.977,31,148.67,86.898,34.777,172.41,91.117,33.624,180.93,91.576,29,167.11,89.664,27,167.11,91.278,28,180.02,93.353,32.842,201.31,97.55,27.102,213.32,98.555,28,179.69,102.81,30,187.4,103.03,32.707,166.6,107.18,29,164.35,110.87,28,165.73,111.33,28,164.35,111.79,29,151.9,112.72,21,151.9,113.64,28,153.74,115.02,28.769,154.1,116.47,33.135,158.01,118.45,28,176.64,117.94,54.083,135.68,120.56,29,156.51,119.17,65.4,222.8,119.35,28,156.51,120.09,30,158.81,121.01,27,160.2,121.01,27.8,157.71,122.67,27,159.74,121.94,62.933,168.93,123.96,29.5,157.66,124.47,28.036,133.81,127.42,32.054,164.64,129.16,32.082,139.68,130.45,29.5,181.63,131.85,47,164.81,133,27,172.18,133,45,174.49,133.92,30,164.35,134.38,34.851,170.68,137.48,110,162.04,134.84,34.167,158.43,137.38,29.059,138.53,137.2,29,161.12,136.22,26,181.87,137.84,27,157.89,140.37,42.615,162.75,142.22,30,164.35,141.76,29,129.31,143.14,28,128.85,144.06,26.667,159.74,144.52,26,163.42,144.06,27.5,131.87,145.8,28,156.51,144.52,29,135.76,145.68,21,161.12,147.52,92,189.7,147.75,28.167,161.27,149.21,27.5,190.62,148.9,30,142.68,158.81,75,124.7,161.12,34.222,194.77,161.48,54,122.4,163.88,37.043,172.65,167.34,28,141.87,171.9,33.567,186.03,173.94,27,141.3,173.57,27,175.41,173.57,27,150.06,174.49,25,148.21,180.48,26,148.21,182.33,36.839,147.29,184.96,27.083,143.68,187.32,30,145.44,186.47,43.778,63.259,188.45,57.042,138.3,192.04,29.923,141.08,203.25,29,143.14,204.45,27.333,143.22,205.84,28,38.033,206.07,36.958,59.133,211.56,36.864,67.138,215.94,35.467,30.902,218.13
9,35.25,170.3,25.97,24,178.18,34.345,30,178.18,35.728,27.7,170.8,54.214,30.074,196.22,61.783,37,161.12,60.621,39.5,222.2,68.459,26,163.42,68.459,40.786,220.79,72.245,31.852,169.9,83.185,29,148.67,85.977,27,148.67,86.898,36.125,172.41,91.117,31.248,180.93,91.576,27.667,167.11,89.664,26.5,167.11,91.278,29,180.02,93.353,30.553,201.31,97.55,37.551,213.32,98.555,32.524,179.69,102.81,29,187.4,103.03,29.448,166.6,107.18,29,164.35,110.87,27,165.73,111.33,28,164.35,111.79,31,151.9,112.72,28,151.9,113.64,26,153.74,115.02,42.154,154.1,116.47,37,158.01,118.45,27.833,176.64,117.94,41.812,135.68,120.56,29,156.51,119.17,104.8,222.8,119.35,28,156.51,120.09,27,158.81,121.01,26,160.2,121.01,28,157.71,122.67,26,159.74,121.94,27.733,168.93,123.96,30,157.66,124.47,31.107,133.81,127.42,33.623,164.64,129.16,34.737,139.68,130.45,29.5,181.63,131.85,26,164.81,133,28,172.18,133,28,174.49,133.92,29,164.35,134.38,31.241,170.68,137.48,28,162.04,134.84,38.867,158.43,137.38,28.941,138.53,137.2,77,161.12,136.22,27.5,181.87,137.84,27,157.89,140.37,48.462,162.75,142.22,31,164.35,141.76,30,129.31,143.14,28,128.85,144.06,61.667,159.74,144.52,25,163.42,144.06,43.667,131.87,145.8,26,156.51,144.52,27,135.76,145.68,27.5,161.12,147.52,106,189.7,147.75,39,161.27,149.21,29,190.62,148.9,31,142.68,158.81,79.333,124.7,161.12,43.556,194.77,161.48,27,122.4,163.88,35.766,172.65,167.34,29.25,141.87,171.9,33.2,186.03,173.94,30,141.3,173.57,29,175.41,173.57,26,150.06,174.49,27,148.21,180.48,25,148.21,182.33,29.258,147.29,184.96,27.583,143.68,187.32,28,145.44,186.47,31.278,63.259,188.45,38.292,138.3,192.04,39.846,141.08,203.25,28,143.14,204.45,96.833,143.22,205.84,59,38.033,206.07,40.385,59.133,211.56,39.909,67.138,215.94,33.067,30.902,218.13
