1,1,1,1
1,24.443,170.3,25.97
2,-3513.8,170.3,25.97
3,-3514,170.3,25.97
4,-3514.1,170.3,25.97
5,-3514.6,170.3,25.97
6,-3514.7,170.3,25.97
7,-3514.1,170.3,25.97
8,-3514.6,170.3,25.97
9,-3514.4,170.3,25.97
10,-3514.4,170.3,25.97
11,-3514.7,170.3,25.97
12,-3514.4,170.3,25.97
13,-3514.8,170.3,25.97
14,-3515,170.3,25.97
15,-3515,170.3,25.97
16,-3514.8,170.3,25.97
17,-3514.8,170.3,25.97
18,-3515.3,170.3,25.97
19,-3514.7,170.3,25.97
20,-3514.6,170.3,25.97
21,-3515.2,170.3,25.97
22,-3515.2,170.3,25.97
23,-3515.7,170.3,25.97
24,-3515.5,170.3,25.97
25,-3515.1,170.3,25.97
26,-3514.9,170.3,25.97
27,-3514.9,170.3,25.97
28,-3515.2,170.3,25.97
29,-3514.9,170.3,25.97
30,-3515.2,170.3,25.97
31,-3515.2,170.3,25.97
32,-3515.3,170.3,25.97
33,-3515,170.3,25.97
34,-3515.3,170.3,25.97
35,-3515.3,170.3,25.97
36,-3514.8,170.3,25.97
37,-3515.1,170.3,25.97
38,-3515,170.3,25.97
39,-3515.5,170.3,25.97
40,-3515,170.3,25.97
41,-3515.2,170.3,25.97
42,-3515.6,170.3,25.97
43,-3515,170.3,25.97
44,-3515.4,170.3,25.97
45,-3515.5,170.3,25.97
46,-3515.3,170.3,25.97
47,-3515.4,170.3,25.97
48,-3515.5,170.3,25.97
49,-3515.5,170.3,25.97
50,-3515.7,170.3,25.97
51,-3515.9,170.3,25.97
52,-3515.5,170.3,25.97
53,-3515.5,170.3,25.97
54,-3515.4,170.3,25.97
55,-3515.6,170.3,25.97
56,-3515.3,170.3,25.97
57,-3515.1,170.3,25.97
58,-3515.6,170.3,25.97
59,-3515.1,170.3,25.97
60,-3515.8,170.3,25.97
61,-3515.8,170.3,25.97
62,-3515.5,170.3,25.97
63,-3515.8,170.3,25.97
64,-3515.2,170.3,25.97
65,-3515.5,170.3,25.97
66,-3515.6,170.3,25.97
67,-3515.1,170.3,25.97
68,-3515.2,170.3,25.97
69,-3515.2,170.3,25.97
70,-3515.5,170.3,25.97
71,-3515.4,170.3,25.97
72,-3515.3,170.3,25.97
73,-3515.7,170.3,25.97
74,-3515.8,170.3,25.97
75,-3515.4,170.3,25.97
76,-3515.6,170.3,25.97
77,-3515.2,170.3,25.97
78,-3515.8,170.3,25.97
79,-3515.8,170.3,25.97
80,-3515.4,170.3,25.97
81,-3515.9,170.3,25.97
82,-3515.8,170.3,25.97
83,-3515.5,170.3,25.97
84,-3515.8,170.3,25.97
85,-3515.4,170.3,25.97
86,-3515.7,170.3,25.97
87,-706.27,170.3,25.97
88,39.509,170.3,25.97
89,30.235,170.3,25.97
90,22.069,170.3,25.97
91,22.9,170.3,25.97
92,22.827,170.3,25.97
93,23.357,170.3,25.97
94,23.154,170.3,25.97
95,23.222,170.3,25.97
96,23.37,170.3,25.97
